Month,Operacion,Clase,Cliente,Producto,KG,Precio_Unit_Venta,Ganancia_USD,Moneda_de_Venta,Ganancia_MXN,Costo_Unit_Manufactura,Tipo_de_Cambio,lbs,Costo_Tot_Manufactura
7.0,1,2,6,70,25.0,569.39,746.75,1,14234.77,231.6,19.06,55.1125,5790.06
7.0,1,2,6,184,25.0,325.97,427.5,1,8149.13,222.55,19.06,55.1125,5563.8
7.0,1,2,106,118,25.0,532.22,698.0,1,13305.49,328.57,19.06,55.1125,8214.2
7.0,1,2,106,110,50.0,134.2,352.0,1,6709.93,81.78,19.06,110.225,4088.9
7.0,1,2,6,159,50.0,269.35,706.5,1,13467.52,244.93,19.06,110.225,12246.55
7.0,1,2,6,137,50.0,218.07,572.0,1,10903.64,126.12,19.06,110.225,6306.04
7.0,1,2,6,134,150.0,117.23,922.5,1,17584.97,69.33,19.06,330.675,10399.89
7.0,1,2,6,22,25.0,229.51,301.0,1,5737.75,138.54,19.06,55.1125,3463.4
7.0,1,2,6,112,125.0,198.63,1302.5,1,24828.65,80.8,19.06,275.5625,10099.65
7.0,1,2,6,233,50.0,246.67,647.0,1,12333.31,69.2,19.06,110.225,3459.78
7.0,1,2,6,78,25.0,166.03,217.75,1,4150.82,55.8,19.06,55.1125,1394.98
7.0,1,2,82,181,50.0,308.81,810.0,1,15440.47,190.1,19.06,110.225,9504.86
7.0,1,2,132,118,150.0,313.96,2470.5,1,47093.42,181.92,19.06,330.675,27287.39
7.0,1,2,106,107,50.0,169.08,443.5,1,8454.13,81.01,19.06,110.225,4050.42
7.0,1,2,6,107,500.0,121.43,3185.0,1,60713.45,51.04,19.06,1102.25,25519.55
7.0,1,2,6,158,25.0,252.19,330.75,1,6304.86,199.35,19.06,55.1125,4983.68
7.0,1,2,6,208,25.0,387.16,507.75,1,9678.88,116.06,19.06,55.1125,2901.52
7.0,1,2,6,140,100.0,238.28,1250.0,1,23827.88,167.88,19.06,220.45,16787.59
7.0,1,2,63,117,50.0,75.0,3750.0,0,3750.0,55.9,19.06,110.225,2794.95
7.0,1,2,6,172,226.0,234.85,2784.32,1,53075.54,195.75,19.06,498.217,44239.41
7.0,1,2,127,18,4896.0,35.07,9008.64,1,171725.23,33.83,19.06,10793.232,165636.09
7.0,1,2,6,112,1000.0,69.39,3640.0,1,69386.8,44.17,19.06,2204.5,44170.7
7.0,1,2,6,5,300.0,145.45,2289.0,1,43633.59,114.62,19.06,661.35,34386.93
7.0,1,2,105,202,119.0,345.98,2159.85,1,41171.7,327.74,19.06,262.3355,39001.43
7.0,1,2,44,126,100.0,189.1,992.0,1,18909.8,125.13,19.06,220.45,12512.73
7.0,1,2,132,107,150.0,210.64,1657.5,1,31595.76,172.5,19.06,330.675,25875.45
7.0,1,2,146,133,625.0,126.38,4143.75,1,78989.38,68.72,19.06,1377.8125,42950.31
7.0,1,2,60,112,200.0,279.07,2928.0,1,55814.42,258.79,19.06,440.9,51758.24
7.0,1,2,27,173,4000.0,67.67,14200.0,1,270684.81,59.7,19.06,8818.0,238794.0
7.0,1,2,27,173,550.0,67.67,1952.5,1,37219.16,59.7,19.06,1212.475,32834.18
7.0,1,2,27,173,450.0,67.67,1597.5,1,30452.04,59.7,19.06,992.025,26864.33
7.0,1,2,6,189,300.0,178.61,2811.0,1,53584.14,142.21,19.06,661.35,42663.15
7.0,1,2,6,163,408.0,330.73,7078.8,1,134938.2,189.3,19.06,899.436,77233.83
7.0,1,2,152,102,100.0,169.46,889.0,1,16946.38,130.26,19.06,220.45,13025.89
7.0,1,2,6,90,100.0,329.97,1731.0,1,32996.84,213.82,19.06,220.45,21381.73
7.0,1,2,92,174,363.0,117.23,2232.45,1,42555.62,78.8,19.06,800.2335,28603.93
7.0,1,2,92,208,408.0,133.44,2856.0,1,54441.93,115.5,19.06,899.436,47125.1
7.0,1,2,114,36,75.0,126.38,496.5,1,9478.19,99.43,19.06,165.3375,7457.35
7.0,1,2,125,143,25.0,114.92,2873.0,0,2873.0,130.97,19.06,55.1125,3274.36
7.0,1,2,134,219,200.0,50.4,10080.0,0,10080.0,40.71,19.06,440.9,8142.52
7.0,1,2,60,140,150.0,151.77,1192.5,1,22764.83,102.7,19.09,330.675,15405.5
7.0,1,2,72,125,50.0,193.95,508.0,1,9697.72,155.47,19.09,110.225,7773.57
7.0,1,2,72,134,25.0,111.68,146.25,1,2791.91,80.87,19.09,55.1125,2021.74
7.0,1,2,72,134,23.0,111.68,134.55,1,2568.56,80.87,19.09,50.7035,1860.0
7.0,1,2,44,220,1000.0,75.02,3930.0,1,75023.7,53.34,19.09,2204.5,53335.9
7.0,1,2,5,107,125.0,133.82,876.25,1,16727.61,74.45,19.09,275.5625,9305.66
7.0,1,2,72,125,25.0,193.95,254.0,1,4848.86,155.47,19.09,55.1125,3886.79
7.0,1,2,72,140,75.0,183.45,720.75,1,13759.12,117.07,19.09,165.3375,8780.23
7.0,1,2,85,80,200.0,206.94,2168.0,1,41387.12,56.32,19.09,440.9,11263.24
7.0,1,2,106,107,50.0,187.65,491.5,1,9382.74,103.74,19.09,110.225,5187.16
7.0,1,2,106,140,75.0,365.76,1437.0,1,27432.33,252.16,19.09,165.3375,18912.13
7.0,1,2,106,126,50.0,284.25,744.5,1,14212.51,171.95,19.09,110.225,8597.38
7.0,1,2,106,133,100.0,216.86,1136.0,1,21686.24,86.61,19.09,220.45,8661.33
7.0,1,2,106,133,25.0,220.68,289.0,1,5517.01,140.15,19.09,55.1125,3503.69
7.0,1,2,80,116,25.0,215.72,282.5,1,5392.93,139.57,19.09,55.1125,3489.16
7.0,1,2,8,127,50.0,172.0,450.5,1,8600.05,126.77,19.09,110.225,6338.38
7.0,1,2,12,220,200.0,95.07,996.0,1,19013.64,53.34,19.09,440.9,10667.18
7.0,1,0,30,125,75.0,362.71,1425.0,1,27203.25,154.0,19.09,165.3375,11549.86
7.0,1,0,30,102,125.0,125.04,818.75,1,15629.94,62.67,19.09,275.5625,7833.64
7.0,1,0,30,114,100.0,135.54,710.0,1,13553.9,0.0,19.09,220.45,0.0
7.0,1,0,30,143,100.0,187.08,980.0,1,18708.2,0.0,19.09,220.45,0.0
7.0,1,2,47,125,75.0,156.0,11700.0,0,11700.0,136.32,19.09,165.3375,10223.63
7.0,1,2,122,107,50.0,113.39,297.0,1,5669.73,80.33,19.09,110.225,4016.42
7.0,0,2,6,5,800.0,145.54,6104.0,1,116432.0,114.62,19.07,1763.6,91698.48
8.0,1,2,91,26,150.0,162.74,24411.0,0,24411.0,131.88,18.99,330.675,19782.69
8.0,1,2,91,153,20.0,73.32,1466.4,0,1466.4,99.77,18.99,44.09,1995.32
8.0,1,2,91,48,20.0,89.39,1787.8,0,1787.8,95.74,18.99,44.09,1914.83
8.0,1,2,91,49,20.0,89.43,1788.6,0,1788.6,93.83,18.99,44.09,1876.63
8.0,1,2,6,5,600.0,144.92,4578.0,1,86949.48,114.62,18.99,1322.7,68773.86
8.0,1,2,6,5,600.0,144.92,4578.0,1,86949.48,114.62,18.99,1322.7,68773.86
8.0,1,2,86,140,900.0,170.18,8064.0,1,153158.77,215.95,18.99,1984.05,194356.17
8.0,1,2,6,53,25.0,77.49,102.0,1,1937.28,65.24,18.99,55.1125,1631.1
8.0,1,2,6,53,25.0,77.49,102.0,1,1937.28,65.24,18.99,55.1125,1631.1
8.0,1,2,6,53,225.0,77.49,918.0,1,17435.48,65.24,18.99,496.0125,14679.88
8.0,1,2,6,53,225.0,77.49,918.0,1,17435.48,65.24,18.99,496.0125,14679.88
8.0,1,2,37,102,500.0,237.22,6245.0,1,118610.65,154.32,18.99,1102.25,77159.35
8.0,1,2,118,168,100.0,121.23,12123.0,0,12123.0,59.46,18.99,220.45,5945.91
8.0,1,2,118,125,450.0,413.7,186165.0,0,186165.0,223.93,18.99,992.025,100768.95
8.0,1,2,154,107,50.0,119.78,5989.0,0,5989.0,71.73,18.99,110.225,3586.58
8.0,1,2,6,219,1695.0,83.19,7424.1,1,141005.19,67.31,18.99,3736.6274,114089.26
8.0,1,2,118,126,150.0,319.2,47880.0,0,47880.0,286.37,18.99,330.675,42954.92
8.0,1,2,31,237,300.0,223.74,3534.0,1,67120.92,190.89,18.99,661.35,57266.97
8.0,1,2,31,125,150.0,129.15,1020.0,1,19372.76,114.96,18.99,330.675,17244.63
8.0,1,2,6,170,1017.0,357.08,19038.24,1,363148.72,253.36,19.07,2241.9766,257664.78
8.0,1,2,133,219,6000.0,67.8,21420.0,1,406828.19,52.04,18.99,13227.0,312234.0
8.0,1,2,43,220,200.0,72.17,760.0,1,14434.6,53.34,18.99,440.9,10667.18
8.0,1,2,90,107,175.0,145.87,1344.0,1,25526.46,103.97,18.99,385.7875,18194.91
8.0,1,2,31,117,2000.0,79.39,8360.0,1,158780.59,55.9,18.99,4409.0,111798.0
8.0,1,2,5,107,900.0,177.58,8415.0,1,159825.23,111.12,18.99,1984.05,100004.67
8.0,1,2,5,134,150.0,171.51,1354.5,1,25725.89,135.43,18.99,330.675,20315.01
8.0,1,2,5,134,300.0,171.51,2709.0,1,51451.77,135.43,18.99,661.35,40630.02
8.0,1,2,126,107,50.0,215.19,566.5,1,10759.48,118.46,18.99,110.225,5922.97
8.0,1,2,26,173,2000.0,72.74,7660.0,1,145485.59,59.7,18.99,4409.0,119397.0
8.0,1,2,110,130,125.0,160.93,20116.25,0,20116.25,98.59,18.99,275.5625,12324.14
8.0,1,2,118,219,1000.0,54.63,54630.0,0,54630.0,40.71,18.99,2204.5,40712.6
8.0,1,2,118,149,60.0,111.37,6682.2,0,6682.2,69.78,18.99,132.27,4186.96
8.0,1,2,118,54,100.0,85.85,8585.0,0,8585.0,56.49,18.99,220.45,5648.69
8.0,1,2,108,131,725.0,53.18,2030.0,1,38555.57,34.14,18.99,1598.2625,24754.91
8.0,1,2,108,131,875.0,53.18,2450.0,1,46532.59,34.14,18.99,1928.9375,29876.61
8.0,1,2,108,131,400.0,53.18,1120.0,1,21272.04,34.14,18.99,881.8,13657.88
8.0,1,2,91,107,150.0,272.0,40800.0,0,40800.0,76.48,19.16,330.675,11471.66
8.0,1,2,25,107,150.0,115.1,909.0,1,17264.55,68.18,19.16,330.675,10226.85
8.0,1,2,25,133,400.0,123.64,2604.0,1,49457.52,67.75,19.16,881.8,27098.68
8.0,1,2,66,127,100.0,56.34,294.0,1,5633.83,33.99,19.16,220.45,3399.44
8.0,1,2,66,127,400.0,56.34,1176.0,1,22535.32,33.99,19.16,881.8,13597.76
8.0,1,2,66,126,25.0,283.42,369.75,1,7085.41,155.22,19.16,55.1125,3880.39
8.0,1,2,119,18,1000.0,58.45,3050.0,1,58446.2,45.81,19.16,2204.5,45811.7
8.0,1,2,6,134,50.0,170.55,445.0,1,8527.4,112.67,19.16,110.225,5633.61
8.0,1,2,48,18,200.0,91.98,960.0,1,18396.2,29.91,19.16,440.9,5982.8
8.0,1,2,6,178,25.0,784.9,1024.0,1,19622.61,407.02,19.16,55.1125,10175.45
8.0,1,2,6,179,75.0,374.06,1464.0,1,28054.19,161.05,19.16,165.3375,12078.96
8.0,1,2,6,178,25.0,737.0,961.5,1,18424.94,407.02,19.16,55.1125,10175.45
8.0,1,2,6,87,425.0,355.08,7875.25,1,150911.05,562.14,19.16,936.9125,238909.84
8.0,1,2,6,13,455.0,192.01,4559.1,1,87364.69,197.11,19.16,1003.0475,89685.73
8.0,1,2,6,134,25.0,98.69,128.75,1,2467.2,69.33,19.16,55.1125,1733.32
8.0,1,2,6,134,25.0,98.69,128.75,1,2467.2,69.33,19.16,55.1125,1733.32
8.0,1,2,6,140,300.0,78.57,1230.0,1,23570.13,111.75,19.16,661.35,33525.66
8.0,1,2,124,95,25.0,244.13,318.5,1,6103.32,307.81,19.16,55.1125,7695.23
8.0,1,2,6,72,75.0,210.79,825.0,1,15809.23,139.96,19.16,165.3375,10497.14
8.0,1,2,60,140,50.0,152.34,397.5,1,7617.18,102.7,19.16,110.225,5135.17
8.0,1,2,65,107,100.0,299.9,1565.0,1,29989.63,222.88,19.16,220.45,22287.83
8.0,1,2,6,118,50.0,212.9,555.5,1,10644.88,142.8,19.16,110.225,7140.18
8.0,1,2,6,23,50.0,183.0,477.5,1,9150.19,63.5,19.16,110.225,3175.18
8.0,1,2,6,143,100.0,137.59,718.0,1,13758.82,101.99,19.16,220.45,10199.42
8.0,1,2,6,220,375.0,116.89,2287.5,1,43834.69,53.34,19.16,826.6875,20000.96
8.0,1,2,6,126,100.0,220.18,1149.0,1,22017.94,255.65,19.16,220.45,25564.84
8.0,1,2,6,235,50.0,432.69,1129.0,1,21634.69,227.37,19.16,110.225,11368.33
8.0,1,2,6,79,25.0,196.23,256.0,1,4905.65,140.38,19.16,55.1125,3509.56
8.0,1,2,6,78,25.0,166.91,217.75,1,4172.68,55.8,19.16,55.1125,1394.98
8.0,1,2,6,135,25.0,257.16,335.5,1,6429.09,94.34,19.16,55.1125,2358.44
8.0,1,2,106,107,50.0,169.97,443.5,1,8498.66,81.01,19.16,110.225,4050.42
8.0,1,2,65,133,25.0,562.43,733.75,1,14060.63,345.42,19.16,55.1125,8635.49
8.0,1,2,65,133,100.0,364.47,1902.0,1,36447.46,258.06,19.16,220.45,25805.8
8.0,1,2,6,52,50.0,300.85,785.0,1,15042.72,243.72,19.16,110.225,12185.86
8.0,1,2,6,88,25.0,270.96,353.5,1,6774.02,119.9,19.16,55.1125,2997.6
8.0,1,2,6,88,75.0,270.96,1060.5,1,20322.05,119.9,19.16,165.3375,8992.8
8.0,1,2,6,141,100.0,181.85,949.0,1,18185.4,216.99,19.16,220.45,21698.77
8.0,1,2,6,23,25.0,183.0,238.75,1,4575.1,63.5,19.16,55.1125,1587.59
8.0,1,2,6,23,25.0,183.0,238.75,1,4575.1,63.5,19.16,55.1125,1587.59
8.0,1,2,6,137,25.0,219.22,286.0,1,5480.53,126.12,19.16,55.1125,3153.02
8.0,1,2,6,137,25.0,219.22,286.0,1,5480.53,126.12,19.16,55.1125,3153.02
8.0,1,2,6,112,200.0,199.68,2084.0,1,39935.06,80.8,19.16,440.9,16159.44
8.0,1,2,6,134,275.0,98.69,1416.25,1,27139.17,69.33,19.16,606.2375,19066.47
8.0,1,2,6,160,150.0,120.92,946.5,1,18137.49,69.26,19.16,330.675,10388.7
8.0,1,2,6,160,300.0,120.92,1893.0,1,36274.98,69.26,19.16,661.35,20777.4
8.0,1,2,6,233,25.0,295.87,386.0,1,7396.8,69.2,19.16,55.1125,1729.89
8.0,1,2,6,158,50.0,198.91,519.0,1,9945.44,199.35,19.16,110.225,9967.36
8.0,1,2,6,136,125.0,180.7,1178.75,1,22588.04,79.92,19.16,275.5625,9989.65
8.0,1,2,6,135,75.0,209.26,819.0,1,15694.25,94.34,19.16,165.3375,7075.31
8.0,1,2,6,159,25.0,318.68,415.75,1,7966.89,244.93,19.16,55.1125,6123.28
8.0,1,2,6,22,50.0,182.81,477.0,1,9140.61,138.54,19.16,110.225,6926.8
8.0,1,2,6,78,25.0,214.81,280.25,1,5370.35,55.8,19.16,55.1125,1394.98
8.0,1,2,6,125,50.0,283.99,741.0,1,14199.56,269.13,19.16,110.225,13456.51
8.0,1,2,6,133,100.0,240.68,1256.0,1,24068.35,165.79,19.16,220.45,16579.36
8.0,1,2,6,140,100.0,171.51,895.0,1,17150.62,102.7,19.16,220.45,10270.33
8.0,1,2,12,127,50.0,338.8,884.0,1,16939.83,126.38,19.16,110.225,6319.14
8.0,1,2,65,114,75.0,175.15,685.5,1,13136.03,114.93,19.16,165.3375,8620.08
8.0,1,2,65,219,100.0,121.87,636.0,1,12187.48,46.63,19.16,220.45,4662.53
8.0,1,2,65,118,150.0,366.58,2869.5,1,54987.38,224.68,19.16,330.675,33702.57
8.0,1,2,6,163,680.0,332.47,11798.0,1,226081.5,189.3,19.16,1499.06,128723.05
8.0,1,2,106,133,50.0,217.69,568.0,1,10884.42,86.61,19.16,110.225,4330.67
8.0,1,0,1,140,350.0,153.3,2800.0,1,53655.56,108.49,19.16,771.575,37972.1
8.0,1,0,1,140,125.0,153.3,1000.0,1,19162.7,108.49,19.16,275.5625,13561.46
8.0,1,0,1,140,24.0,153.3,192.0,1,3679.24,108.49,19.16,52.908,2603.8
8.0,1,2,12,194,340.0,114.21,2026.4,1,38831.3,78.75,19.16,749.53,26776.09
8.0,1,2,12,107,25.0,155.41,202.75,1,3885.24,88.34,19.16,55.1125,2208.39
8.0,1,2,12,107,50.0,155.41,405.5,1,7770.48,88.34,19.16,110.225,4416.78
8.0,1,2,12,107,75.0,155.41,608.25,1,11655.71,88.34,19.16,165.3375,6625.17
8.0,1,2,65,133,250.0,231.49,3020.0,1,57871.35,107.53,19.16,551.125,26881.93
8.0,1,2,65,133,21.0,231.49,253.68,1,4861.19,107.53,19.16,46.2945,2258.08
8.0,1,2,6,140,350.0,239.53,4375.0,1,83836.83,167.88,19.16,771.575,58756.57
8.0,1,2,6,222,875.0,119.77,5468.75,1,104796.04,61.86,19.16,1928.9375,54131.35
8.0,1,2,6,222,125.0,119.77,781.25,1,14970.86,61.86,19.16,275.5625,7733.05
8.0,1,2,6,233,100.0,209.64,1094.0,1,20963.99,69.2,19.16,220.45,6919.56
8.0,1,2,6,78,25.0,214.81,280.25,1,5370.35,55.8,19.16,55.1125,1394.98
8.0,1,2,6,40,25.0,222.29,290.0,1,5557.18,80.39,19.16,55.1125,2009.77
8.0,1,2,65,219,150.0,121.87,954.0,1,18281.22,46.63,19.16,330.675,6993.8
8.0,1,2,13,100,6000.0,89.99,27960.0,1,539952.62,42.4,19.31,13227.0,254408.41
8.0,1,2,13,100,6000.0,89.99,27960.0,1,539952.62,42.4,19.31,13227.0,254408.41
8.0,1,2,152,127,500.0,41.71,1080.0,1,20856.55,33.99,19.31,1102.25,16997.2
8.0,1,2,155,107,125.0,329.26,2131.25,1,41157.85,234.97,19.31,275.5625,29371.28
8.0,1,2,155,107,175.0,329.26,2983.75,1,57620.99,234.97,19.31,385.7875,41119.79
8.0,1,2,6,102,25.0,306.09,396.25,1,7652.22,239.96,19.31,55.1125,5999.07
8.0,1,2,5,107,250.0,135.37,1752.5,1,33843.58,74.45,19.31,551.125,18611.33
8.0,1,2,5,107,17.0,135.37,119.17,1,2301.36,74.45,19.31,37.4765,1265.57
8.0,1,2,107,107,500.0,230.77,5975.0,1,115386.8,187.05,19.31,1102.25,93523.95
8.0,1,2,107,140,1000.0,252.21,13060.0,1,252209.5,167.88,19.31,2204.5,167875.91
8.0,1,2,5,107,950.0,180.56,8882.5,1,171535.33,111.12,19.31,2094.275,105560.49
8.0,1,2,5,107,50.0,180.56,467.5,1,9028.18,111.12,19.31,110.225,5555.82
8.0,1,2,6,127,100.0,43.84,227.0,1,4383.73,33.99,19.31,220.45,3399.44
8.0,1,2,6,125,200.0,123.79,1282.0,1,24757.48,90.86,19.31,440.9,18173.0
8.0,1,2,6,189,250.0,180.95,2342.5,1,45237.43,142.21,19.31,551.125,35552.63
8.0,1,2,6,140,500.0,241.4,6250.0,1,120697.5,167.88,19.31,1102.25,83937.95
8.0,1,2,6,140,525.0,241.4,6562.5,1,126732.38,167.88,19.31,1157.3625,88134.85
8.0,1,2,6,107,300.0,123.01,1911.0,1,36904.47,51.04,19.31,661.35,15311.73
8.0,1,2,6,107,500.0,123.01,3185.0,1,61507.45,51.04,19.31,1102.25,25519.55
8.0,1,2,66,126,25.0,285.62,369.75,1,7140.47,155.22,19.31,55.1125,3880.39
8.0,1,2,5,140,600.0,206.83,6426.0,1,124096.32,155.74,19.31,1322.7,93444.78
8.0,1,2,130,117,300.0,74.28,22284.0,0,22284.0,55.9,19.31,661.35,16769.7
8.0,1,2,130,220,150.0,77.28,11592.0,0,11592.0,53.34,19.31,330.675,8000.39
8.0,1,2,6,133,50.0,214.36,555.0,1,10717.94,114.93,19.31,110.225,5746.44
8.0,1,2,6,133,100.0,214.36,1110.0,1,21435.88,114.93,19.31,220.45,11492.88
8.0,1,2,133,219,6000.0,68.94,21420.0,1,413654.41,52.04,19.31,13227.0,312234.0
8.0,1,2,133,173,1000.0,97.91,5070.0,1,97909.8,59.7,19.31,2204.5,59698.5
8.0,1,2,54,54,250.0,90.76,1175.0,1,22691.13,56.49,19.31,551.125,14121.73
8.0,1,2,66,217,819.0,84.97,3603.6,1,69591.25,78.4,19.31,1805.4855,64209.19
8.0,1,2,52,111,150.0,75.0,11250.0,0,11250.0,59.18,19.31,330.675,8877.3
8.0,1,2,52,222,25.0,83.0,2075.0,0,2075.0,61.86,19.31,55.1125,1546.61
8.0,1,2,86,127,500.0,54.07,1400.0,1,27036.25,33.99,19.31,1102.25,16997.2
8.0,1,2,71,130,4925.0,106.98,26841.25,1,526869.62,98.59,19.63,10857.162,485571.03
8.0,1,2,71,130,75.0,106.98,408.75,1,8023.4,98.59,19.63,165.3375,7394.48
8.0,1,2,6,5,800.0,149.77,6104.0,1,119816.0,114.62,19.63,1763.6,91698.48
8.0,1,2,6,14,455.0,66.54,1542.45,1,30276.88,50.78,19.63,1003.0475,23103.58
8.0,1,2,118,125,25.0,413.7,10342.5,0,10342.5,223.93,19.63,55.1125,5598.28
8.0,1,2,118,125,21.0,413.7,8687.7,0,8687.7,223.93,19.63,46.2945,4702.55
8.0,1,2,76,118,50.0,576.7,1469.0,1,28835.15,328.2,19.63,110.225,16410.17
8.0,1,2,141,219,791.0,139.17,5608.19,1,110083.71,67.31,19.63,1743.7595,53241.66
8.0,1,2,6,53,500.0,80.09,2040.0,1,40043.35,65.24,19.63,1102.25,32621.95
8.0,1,2,126,133,50.0,182.75,465.5,1,9137.35,136.59,19.63,110.225,6829.65
8.0,1,2,126,102,25.0,107.17,136.5,1,2679.37,89.01,19.63,55.1125,2225.31
8.0,1,2,103,127,225.0,74.59,855.0,1,16782.89,63.98,19.63,496.0125,14394.76
8.0,1,2,103,127,75.0,74.59,285.0,1,5594.3,63.98,19.63,165.3375,4798.25
8.0,1,2,118,118,50.0,210.76,10538.0,0,10538.0,183.66,19.63,110.225,9182.91
8.0,1,2,118,139,125.0,208.78,26097.5,0,26097.5,206.57,19.63,275.5625,25821.39
8.0,1,2,118,126,100.0,319.2,31920.0,0,31920.0,286.37,19.63,220.45,28636.61
8.0,1,2,118,140,75.0,170.06,12754.5,0,12754.5,128.73,19.63,165.3375,9654.82
8.0,1,2,6,112,50.0,243.79,621.0,1,12189.67,80.8,19.63,110.225,4039.86
8.0,1,2,118,125,100.0,413.7,41370.0,0,41370.0,223.93,19.63,220.45,22393.1
8.0,1,2,118,107,75.0,119.83,8987.25,0,8987.25,111.74,19.63,165.3375,8380.5
8.0,1,2,118,140,25.0,137.42,3435.5,0,3435.5,132.45,19.63,55.1125,3311.35
8.0,1,2,97,140,50.0,210.23,535.5,1,10511.39,119.67,19.63,110.225,5983.63
8.0,1,2,103,127,50.0,74.59,190.0,1,3729.53,63.98,19.63,110.225,3198.84
8.0,1,2,103,127,50.0,74.59,190.0,1,3729.53,63.98,19.63,110.225,3198.84
8.0,1,2,103,121,150.0,98.15,750.0,1,14721.83,74.37,19.63,330.675,11155.85
8.0,1,2,118,130,50.0,210.88,10544.0,0,10544.0,235.66,19.63,110.225,11783.23
8.0,1,2,118,130,25.0,210.88,5272.0,0,5272.0,235.66,19.63,55.1125,5891.61
8.0,1,2,6,121,100.0,476.4,2427.0,1,47639.83,192.27,19.63,220.45,19227.29
8.0,1,2,6,121,100.0,451.86,2302.0,1,45186.19,250.11,19.63,220.45,25010.89
8.0,1,2,6,121,100.0,451.86,2302.0,1,45186.19,250.11,19.63,220.45,25010.89
8.0,1,2,6,53,2300.0,80.09,9384.0,1,184199.41,65.24,19.63,5070.35,150060.97
8.0,1,2,129,127,500.0,35.7,17850.0,0,17850.0,33.99,19.63,1102.25,16997.2
8.0,1,2,118,118,50.0,210.76,10538.0,0,10538.0,183.66,19.63,110.225,9182.91
8.0,1,2,118,118,50.0,210.76,10538.0,0,10538.0,183.66,19.63,110.225,9182.91
8.0,1,2,6,112,250.0,184.91,2355.0,1,46226.53,80.8,19.63,551.125,20199.3
8.0,1,2,66,218,2034.0,77.46,8074.98,1,157557.3,75.6,19.63,4483.953,153765.31
8.0,1,2,4,225,4000.0,82.44,16800.0,1,329768.81,64.34,19.63,8818.0,257342.41
8.0,1,2,118,219,1000.0,54.63,54630.0,0,54630.0,40.71,19.63,2204.5,40712.6
8.0,1,2,118,149,300.0,111.37,33411.0,0,33411.0,69.78,19.63,661.35,20934.78
8.0,1,2,6,107,100.0,145.45,741.0,1,14545.16,76.5,19.63,220.45,7650.27
8.0,1,2,6,107,200.0,145.45,1482.0,1,29090.32,76.5,19.63,440.9,15300.54
8.0,1,2,95,125,500.0,182.66,91330.0,0,91330.0,242.37,19.7,1102.25,121182.95
8.0,1,2,95,118,150.0,270.0,40500.0,0,40500.0,248.59,19.7,330.675,37289.0
8.0,1,2,31,220,1000.0,95.72,4860.0,1,95719.2,53.34,19.7,2204.5,53335.9
8.0,1,2,16,108,2000.0,187.5,19040.0,1,374998.59,98.85,19.7,4409.0,197702.59
8.0,1,2,16,219,5712.0,68.74,19934.88,1,392623.47,51.79,19.7,12592.104,295817.62
8.0,1,2,16,219,8160.0,68.74,28478.4,1,560890.69,51.79,19.7,17988.72,422596.62
8.0,1,2,7,207,2448.0,114.04,14173.92,1,279159.62,101.21,19.7,5396.616,247773.83
8.0,1,2,7,99,500.0,110.32,2810.0,1,55157.75,58.75,19.63,1102.25,29373.85
8.0,1,2,7,99,9500.0,110.69,53390.0,1,1051532.25,58.75,19.7,20942.75,558103.12
8.0,1,2,31,140,300.0,308.03,4692.0,1,92410.35,219.84,19.7,661.35,65952.9
8.0,1,2,85,81,250.0,129.2,1640.0,1,32300.3,77.97,19.7,551.125,19491.4
8.0,1,2,85,84,100.0,109.9,558.0,1,10989.98,147.57,19.7,220.45,14756.82
8.0,1,2,85,69,25.0,148.5,188.5,1,3712.57,67.99,19.7,55.1125,1699.76
8.0,1,2,85,69,125.0,148.5,942.5,1,18562.83,67.99,19.7,275.5625,8498.78
8.0,1,2,85,216,25.0,123.1,156.25,1,3077.39,46.42,19.7,55.1125,1160.46
8.0,1,2,85,82,300.0,119.75,1824.0,1,35924.22,61.85,19.7,661.35,18555.36
8.0,1,2,72,220,500.0,127.63,3240.0,1,63812.75,53.34,19.7,1102.25,26667.95
8.0,1,2,31,140,500.0,322.22,8180.0,1,161107.55,224.3,19.7,1102.25,112148.2
8.0,1,2,31,97,400.0,104.19,2116.0,1,41675.24,54.71,19.7,881.8,21884.04
8.0,1,2,77,20,750.0,80.19,3082.5,1,60145.13,72.76,19.51,1653.375,54569.85
8.0,1,2,6,184,25.0,333.65,427.5,1,8341.3,222.55,19.51,55.1125,5563.8
8.0,1,2,6,137,25.0,223.22,286.0,1,5580.38,126.12,19.51,55.1125,3153.02
8.0,1,2,6,212,25.0,194.53,249.25,1,4863.32,216.71,19.51,55.1125,5417.65
8.0,1,2,6,143,25.0,140.09,179.5,1,3502.37,101.99,19.51,55.1125,2549.86
8.0,1,2,6,160,75.0,142.63,548.25,1,10697.35,69.26,19.51,165.3375,5194.35
8.0,1,2,6,160,125.0,142.63,913.75,1,17828.91,69.26,19.51,275.5625,8657.25
8.0,1,2,6,144,25.0,232.78,298.25,1,5819.4,192.8,19.51,55.1125,4819.97
8.0,1,2,6,144,25.0,232.78,298.25,1,5819.4,192.8,19.51,55.1125,4819.97
8.0,1,2,6,118,50.0,216.78,555.5,1,10838.81,142.8,19.51,110.225,7140.18
8.0,1,2,6,126,150.0,224.19,1723.5,1,33628.59,255.65,19.51,330.675,38347.26
8.0,1,2,6,70,25.0,582.82,746.75,1,14570.44,231.6,19.51,55.1125,5790.06
8.0,1,2,6,66,25.0,430.63,551.75,1,10765.64,224.63,19.51,55.1125,5615.8
