Month,Operacion,Clase,Cliente,Producto,KG,Precio_Unit_Venta,Ganancia_USD,Moneda_de_Venta,Ganancia_MXN,Costo_Unit_Manufactura,Tipo_de_Cambio,lbs,Costo_Tot_Manufactura
2.0,1,2,47,125,250.0,156.0,39000.0,0,39000.0,130.13,19.12,551.125,32533.35
2.0,1,2,6,140,25.0,404.93,529.5,1,10123.25,232.84,19.12,55.1125,5820.95
2.0,1,2,90,107,75.0,146.83,576.0,1,11012.26,97.89,19.12,165.3375,7341.84
2.0,1,2,90,107,125.0,133.45,872.5,1,16680.89,56.68,19.12,275.5625,7084.39
2.0,1,2,90,107,250.0,133.45,1745.0,1,33361.78,56.68,19.12,551.125,14168.78
2.0,1,2,18,107,75.0,165.76,650.25,1,12431.81,83.33,19.12,165.3375,6250.08
2.0,1,2,85,157,75.0,216.42,849.0,1,16231.61,114.74,19.12,165.3375,8605.24
2.0,1,2,85,28,25.0,118.53,155.0,1,2963.37,65.86,19.12,55.1125,1646.38
2.0,1,2,85,180,75.0,397.09,1557.75,1,29781.84,252.72,19.12,165.3375,18953.78
2.0,1,2,126,102,150.0,207.63,1629.0,1,31144.04,107.63,19.12,330.675,16144.59
2.0,1,2,126,126,100.0,353.5,1849.0,1,35350.11,190.92,19.12,220.45,19092.41
2.0,1,2,6,127,1000.0,112.03,5860.0,1,112034.4,81.73,19.12,2204.5,81725.5
2.0,1,2,106,140,175.0,380.84,3486.0,1,66647.09,237.35,19.12,385.7875,41536.86
2.0,1,2,106,133,25.0,273.59,357.75,1,6839.64,130.43,19.12,55.1125,3260.69
2.0,1,2,35,107,50.0,229.8,601.0,1,11490.22,111.8,19.12,110.225,5590.16
2.0,1,2,35,133,25.0,171.88,224.75,1,4296.88,95.16,19.12,55.1125,2378.88
2.0,1,2,126,107,25.0,216.61,283.25,1,5415.32,113.14,19.12,55.1125,2828.46
2.0,1,2,6,219,3390.0,83.74,14848.2,1,283875.22,67.31,19.12,7473.255,228178.53
2.0,1,2,34,174,200.0,91.0,952.0,1,18200.82,78.8,19.12,440.9,15759.74
2.0,0,2,91,153,40.0,73.32,2932.8,0,2932.8,91.62,19.12,88.18,3664.87
2.0,1,2,71,130,4875.0,104.2,26568.75,1,507954.53,98.22,19.12,10746.9375,478844.44
2.0,1,2,12,194,272.0,113.95,1621.12,1,30993.39,78.75,19.12,599.624,21420.87
2.0,1,2,12,109,25.0,347.96,455.0,1,8698.92,278.36,19.12,55.1125,6959.09
2.0,1,2,12,194,204.0,113.95,1215.84,1,23245.05,78.75,19.12,449.718,16065.65
2.0,1,2,12,194,272.0,113.95,1621.12,1,30993.39,78.75,19.12,599.624,21420.87
2.0,1,2,118,125,50.0,413.7,20685.0,0,20685.0,217.62,19.12,110.225,10881.23
2.0,1,2,118,107,25.0,218.04,5451.0,0,5451.0,129.26,19.12,55.1125,3231.55
2.0,1,2,118,130,25.0,193.9,4847.5,0,4847.5,115.36,19.12,55.1125,2884.05
2.0,1,2,118,134,25.0,387.42,9685.5,0,9685.5,243.08,19.12,55.1125,6076.9
2.0,1,2,126,102,100.0,104.39,546.0,1,10438.7,82.96,19.12,220.45,8295.67
2.0,1,2,124,95,25.0,243.57,318.5,1,6089.24,222.65,19.12,55.1125,5566.36
2.0,1,2,124,93,25.0,555.01,725.75,1,13875.25,187.57,19.12,55.1125,4689.3
2.0,1,2,124,94,25.0,395.75,517.5,1,9893.83,247.65,19.12,55.1125,6191.36
2.0,1,2,66,218,4407.0,75.9,17495.79,1,334493.06,75.6,19.12,9715.231,333158.19
2.0,1,2,66,140,50.0,159.64,417.5,1,7981.98,113.91,19.12,110.225,5695.28
2.0,1,2,66,140,25.0,145.49,190.25,1,3637.3,105.62,19.12,55.1125,2640.41
2.0,1,2,12,127,25.0,338.02,442.0,1,8450.38,119.94,19.12,55.1125,2998.55
2.0,1,2,118,125,25.0,299.79,7494.75,0,7494.75,295.44,19.12,55.1125,7385.95
2.0,1,2,12,194,204.0,113.95,1215.84,1,23245.05,78.75,19.12,449.718,16065.65
2.0,1,2,118,149,140.0,111.37,15591.8,0,15591.8,69.78,19.12,308.63,9769.56
2.0,1,2,118,112,1500.0,54.63,81945.0,0,81945.0,33.43,19.12,3306.75,50145.75
2.0,1,2,31,117,1800.0,80.1,7524.0,1,144182.34,55.9,19.16,3968.1,100618.2
2.0,1,2,31,117,200.0,80.1,836.0,1,16020.26,55.9,19.16,440.9,11179.8
2.0,1,2,6,233,25.0,191.63,250.0,1,4790.75,71.37,19.16,55.1125,1784.19
2.0,1,2,6,233,175.0,191.63,1750.0,1,33535.25,71.37,19.16,385.7875,12489.31
2.0,1,2,14,219,12240.0,61.32,39168.0,1,750576.38,51.79,19.16,26983.08,633894.94
2.0,1,2,14,219,3264.0,61.32,10444.8,1,200153.7,51.79,19.16,7195.488,169038.64
2.0,1,2,6,179,75.0,416.6,1630.5,1,31245.27,163.46,19.16,165.3375,12259.37
2.0,1,2,6,178,50.0,739.88,1930.5,1,36994.17,401.76,19.16,110.225,20087.9
2.0,1,2,6,143,100.0,137.59,718.0,1,13759.03,94.23,19.16,220.45,9423.09
2.0,1,2,6,159,50.0,270.77,706.5,1,13538.66,240.08,19.16,110.225,12003.84
2.0,1,2,6,178,25.0,787.79,1027.75,1,19694.77,401.76,19.16,55.1125,10043.95
2.0,1,2,6,179,25.0,464.51,606.0,1,11612.78,163.46,19.16,55.1125,4086.46
2.0,1,2,6,127,25.0,206.39,269.25,1,5159.64,32.22,19.16,55.1125,805.48
2.0,1,2,6,222,500.0,119.77,3125.0,1,59884.4,61.86,19.16,1102.25,30932.2
2.0,1,2,6,137,75.0,222.67,871.5,1,16700.56,127.82,19.16,165.3375,9586.76
2.0,1,2,6,134,200.0,98.69,1030.0,1,19737.9,71.63,19.16,440.9,14326.04
2.0,1,2,6,134,25.0,98.69,128.75,1,2467.24,71.63,19.16,55.1125,1790.76
2.0,1,2,6,70,50.0,524.49,1368.5,1,26224.57,224.75,19.16,110.225,11237.71
2.0,1,2,6,78,75.0,170.74,668.25,1,12805.67,56.27,19.16,165.3375,4220.42
2.0,1,2,6,134,100.0,98.69,515.0,1,9868.95,71.63,19.16,220.45,7163.02
2.0,1,2,122,107,50.0,113.83,297.0,1,5691.41,72.9,19.16,110.225,3644.95
2.0,1,2,31,237,300.0,225.74,3534.0,1,67722.03,196.97,19.16,661.35,59091.48
2.0,1,2,6,136,25.0,266.94,348.25,1,6673.52,75.24,19.16,55.1125,1880.97
2.0,1,2,6,118,25.0,212.9,277.75,1,5322.52,142.83,19.16,55.1125,3570.75
2.0,1,2,6,160,425.0,120.92,2681.75,1,51390.36,71.4,19.16,936.9125,30346.7
2.0,1,2,6,30,25.0,166.33,217.0,1,4158.37,81.77,19.16,55.1125,2044.29
2.0,1,2,6,220,250.0,115.94,1512.5,1,28984.05,53.34,19.16,551.125,13333.98
2.0,1,2,6,212,25.0,191.06,249.25,1,4776.38,188.22,19.16,55.1125,4705.42
2.0,1,2,6,213,25.0,204.28,266.5,1,5106.94,109.11,19.16,55.1125,2727.78
2.0,1,2,6,126,50.0,258.51,674.5,1,12925.45,258.35,19.16,110.225,12917.63
2.0,1,2,27,173,2000.0,68.03,7100.0,1,136057.41,59.7,19.16,4409.0,119397.0
2.0,1,2,52,111,200.0,51.46,10292.0,0,10292.0,59.18,19.16,440.9,11836.4
2.0,1,2,52,222,25.0,83.0,2075.0,0,2075.0,61.86,19.16,55.1125,1546.61
2.0,1,2,52,222,25.0,83.0,2075.0,0,2075.0,61.86,19.16,55.1125,1546.61
3.0,1,2,109,130,1000.0,107.44,5590.0,1,107440.4,88.29,19.22,2204.5,88285.6
3.0,1,2,79,138,940.0,126.66,6194.6,1,119060.87,109.83,19.22,2072.23,103244.34
3.0,1,2,79,138,60.0,126.66,395.4,1,7599.63,109.83,19.22,132.27,6590.06
3.0,1,2,101,131,20625.0,43.82,47025.0,1,903824.62,34.14,19.22,45467.812,704234.44
3.0,1,2,101,131,4375.0,43.82,9975.0,1,191720.38,34.14,19.22,9644.6875,149383.06
3.0,1,2,127,18,4896.0,36.13,9204.48,1,176911.08,33.83,19.22,10793.232,165636.09
3.0,1,2,154,133,75.0,138.0,10350.0,0,10350.0,165.54,19.22,165.3375,12415.16
3.0,1,2,91,153,40.0,73.32,2932.8,0,2932.8,91.62,19.22,88.18,3664.87
3.0,1,2,152,127,350.0,41.52,756.0,1,14530.39,33.99,19.22,771.575,11898.04
3.0,1,2,91,133,50.0,102.0,5100.0,0,5100.0,83.61,19.22,110.225,4180.46
3.0,1,2,154,125,200.0,135.0,27000.0,0,27000.0,148.18,19.22,440.9,29635.26
3.0,1,2,6,112,1500.0,70.24,5460.0,1,105366.0,44.17,19.3,3306.75,66256.05
3.0,1,2,95,110,150.0,166.32,24948.0,0,24948.0,121.44,19.3,330.675,18216.62
3.0,1,2,95,110,225.0,166.32,37422.0,0,37422.0,121.44,19.3,496.0125,27324.92
3.0,1,2,120,236,300.0,83.16,24948.0,0,24948.0,78.52,19.3,661.35,23554.5
3.0,1,2,123,219,9482.0,76.23,37453.9,1,722777.75,60.04,19.3,20903.068,569270.81
3.0,1,2,6,54,50.0,145.89,378.0,1,7294.57,56.49,19.3,110.225,2824.35
3.0,1,2,6,112,1500.0,70.24,5460.0,1,105366.0,44.17,19.3,3306.75,66256.05
3.0,1,0,139,133,25.0,57.89,75.0,1,1447.34,68.49,19.3,55.1125,1712.33
3.0,1,0,139,133,250.0,57.89,750.0,1,14473.35,68.49,19.3,551.125,17123.25
3.0,1,0,139,133,1600.0,57.89,4800.0,1,92629.44,68.49,19.3,3527.2,109588.8
3.0,1,0,139,133,1525.0,57.89,4575.0,1,88287.44,68.49,19.3,3361.8625,104451.83
3.0,1,0,139,36,200.0,61.37,636.0,1,12273.4,47.37,19.3,440.9,9474.52
3.0,1,0,139,36,1000.0,61.37,3180.0,1,61367.0,47.37,19.3,2204.5,47372.6
3.0,1,0,139,36,1000.0,61.37,3180.0,1,61367.0,47.37,19.3,2204.5,47372.6
3.0,1,0,139,140,1000.0,76.61,3970.0,1,76612.3,56.14,19.3,2204.5,56143.4
3.0,1,0,139,140,1000.0,76.61,3970.0,1,76612.3,56.14,19.3,2204.5,56143.4
3.0,1,0,139,140,1025.0,76.61,4069.25,1,78527.61,56.14,19.3,2259.6125,57546.99
3.0,1,0,139,140,275.0,76.61,1091.75,1,21068.38,56.14,19.3,606.2375,15439.44
3.0,1,0,139,140,7500.0,76.61,29775.0,1,574592.25,56.14,19.3,16533.75,421075.5
3.0,1,0,139,236,400.0,78.54,1628.0,1,31416.8,78.52,19.3,881.8,31406.0
3.0,1,0,139,236,100.0,78.54,407.0,1,7854.2,78.52,19.3,220.45,7851.5
3.0,1,0,139,36,1275.0,61.37,4054.5,1,78242.93,47.37,19.3,2810.7375,60400.07
3.0,1,0,139,133,1250.0,57.89,3750.0,1,72366.75,68.49,19.3,2755.625,85616.25
3.0,1,0,139,236,100.0,78.54,407.0,1,7854.2,78.52,19.3,220.45,7851.5
3.0,1,0,139,236,400.0,78.54,1628.0,1,31416.8,78.52,19.3,881.8,31406.0
3.0,1,0,139,36,50.0,61.37,159.0,1,3068.35,47.37,19.3,110.225,2368.63
3.0,1,2,130,117,200.0,74.28,14856.0,0,14856.0,55.9,19.3,440.9,11179.8
3.0,1,2,67,133,500.0,105.17,2725.0,1,52586.5,79.72,19.3,1102.25,39859.85
3.0,1,2,67,133,500.0,105.17,2725.0,1,52586.5,79.72,19.3,1102.25,39859.85
3.0,1,2,133,219,6000.0,68.89,21420.0,1,413358.59,52.04,19.3,13227.0,312234.0
3.0,1,2,133,173,450.0,97.84,2281.5,1,44027.91,59.7,19.3,992.025,26864.33
3.0,1,2,133,173,550.0,97.84,2788.5,1,53811.89,59.7,19.3,1212.475,32834.18
3.0,1,2,130,220,200.0,77.28,15456.0,0,15456.0,53.34,19.3,440.9,10667.18
3.0,1,2,4,133,325.0,116.37,1959.75,1,37818.85,68.38,19.3,716.4625,22222.01
3.0,1,2,4,133,1000.0,116.37,6030.0,1,116365.7,68.38,19.3,2204.5,68375.4
3.0,1,2,4,133,1000.0,116.37,6030.0,1,116365.7,68.38,19.3,2204.5,68375.4
3.0,1,2,4,133,675.0,116.37,4070.25,1,78546.85,68.38,19.3,1488.0375,46153.4
3.0,1,2,4,133,400.0,116.37,2412.0,1,46546.28,68.38,19.3,881.8,27350.16
3.0,1,2,4,133,100.0,116.37,603.0,1,11636.57,68.38,19.3,220.45,6837.54
3.0,1,2,6,53,100.0,78.76,408.0,1,7875.99,64.88,19.3,220.45,6488.01
3.0,1,2,6,53,375.0,78.76,1530.0,1,29534.96,64.88,19.3,826.6875,24330.04
3.0,1,2,6,53,525.0,78.76,2142.0,1,41348.95,64.88,19.3,1157.3625,34062.05
3.0,1,2,16,219,3264.0,58.68,9922.56,1,191544.25,51.79,19.3,7195.488,169038.64
3.0,1,2,16,219,6528.0,58.68,19845.12,1,383088.5,51.79,19.3,14390.976,338077.28
3.0,1,2,6,134,50.0,171.8,445.0,1,8590.24,114.15,19.3,110.225,5707.64
3.0,1,2,6,107,250.0,166.4,2155.0,1,41599.9,128.33,19.3,551.125,32083.18
3.0,1,2,6,107,50.0,166.4,431.0,1,8319.98,128.33,19.3,110.225,6416.64
3.0,1,2,125,102,75.0,170.1,12757.27,0,12757.27,127.9,19.3,165.3375,9592.23
3.0,1,2,6,163,408.0,334.92,7078.8,1,136648.45,189.3,19.3,899.436,77233.83
3.0,1,2,77,98,20000.0,46.52,48200.0,1,930448.0,40.12,19.3,44090.0,802332.0
3.0,1,2,6,203,119.0,249.99,1541.05,1,29748.27,300.66,19.3,262.3355,35778.21
3.0,1,2,125,133,100.0,128.1,12810.0,0,12810.0,140.51,19.3,220.45,14051.42
3.0,1,2,6,112,500.0,177.02,4585.0,1,88508.4,76.0,19.3,1102.25,38000.45
3.0,1,2,85,28,125.0,119.68,775.0,1,14960.53,65.86,19.3,275.5625,8231.88
3.0,1,2,65,121,25.0,381.83,494.5,1,9545.78,234.19,19.3,55.1125,5854.73
3.0,1,2,65,118,100.0,369.28,1913.0,1,36928.36,227.73,19.3,220.45,22773.43
3.0,1,2,6,110,125.0,143.81,931.25,1,17976.76,113.03,19.3,275.5625,14129.16
3.0,1,2,6,110,22.0,143.81,163.9,1,3163.91,113.03,19.3,48.499,2486.73
3.0,1,2,6,140,200.0,172.77,1790.0,1,34553.98,97.29,19.3,440.9,19457.68
3.0,1,2,6,125,100.0,286.08,1482.0,1,28608.38,264.0,19.3,220.45,26400.2
3.0,1,2,6,133,100.0,242.46,1256.0,1,24245.7,161.72,19.3,220.45,16171.71
3.0,1,2,6,114,125.0,210.99,1366.25,1,26373.95,200.24,19.3,275.5625,25029.4
3.0,1,2,6,102,50.0,228.56,592.0,1,11427.91,220.74,19.3,110.225,11037.03
3.0,1,2,6,118,100.0,307.9,1595.0,1,30789.72,219.84,19.3,220.45,21984.14
3.0,1,2,6,133,25.0,242.46,314.0,1,6061.43,161.72,19.3,55.1125,4042.93
3.0,1,2,6,125,25.0,286.08,370.5,1,7152.1,264.0,19.3,55.1125,6600.05
3.0,1,2,6,102,25.0,228.56,296.0,1,5713.96,220.74,19.3,55.1125,5518.51
3.0,1,2,6,125,50.0,257.13,666.0,1,12856.4,264.0,19.3,110.225,13200.1
3.0,1,2,6,133,50.0,213.5,553.0,1,10675.06,161.72,19.3,110.225,8085.86
3.0,1,2,6,114,50.0,182.04,471.5,1,9101.79,200.24,19.3,110.225,10011.76
3.0,1,2,6,102,50.0,199.6,517.0,1,9980.12,220.74,19.3,110.225,11037.03
3.0,1,2,65,133,50.0,367.55,952.0,1,18377.32,120.61,19.3,110.225,6030.57
3.0,1,2,86,121,500.0,128.18,3320.0,1,64088.95,69.2,19.3,1102.25,34601.9
3.0,1,2,86,127,500.0,54.05,1400.0,1,27025.45,33.99,19.3,1102.25,16997.2
3.0,1,2,6,211,50.0,304.23,788.0,1,15211.48,239.19,19.3,110.225,11959.25
3.0,1,2,6,155,350.0,190.34,3451.0,1,66617.78,124.13,19.3,771.575,43445.19
3.0,1,2,65,219,100.0,122.77,636.0,1,12277.28,46.63,19.3,220.45,4662.53
3.0,1,2,65,54,150.0,96.52,750.0,1,14477.93,56.49,19.3,330.675,8473.04
3.0,1,2,65,219,50.0,122.77,318.0,1,6138.64,46.63,19.3,110.225,2331.27
3.0,1,2,65,118,25.0,392.45,508.25,1,9811.21,220.72,19.3,55.1125,5518.1
3.0,1,2,65,107,25.0,267.75,346.75,1,6693.63,121.47,19.3,55.1125,3036.87
3.0,1,2,65,107,25.0,163.12,211.25,1,4077.95,115.82,19.3,55.1125,2895.44
3.0,1,2,65,54,50.0,96.52,250.0,1,4825.98,56.49,19.3,110.225,2824.35
3.0,1,2,4,133,225.0,116.4,1356.75,1,26190.56,68.38,19.3,496.0125,15384.47
3.0,1,2,7,209,4719.0,89.17,21848.97,1,420804.56,83.11,19.26,10403.035,392213.09
3.0,1,2,6,107,50.0,166.4,431.0,1,8319.98,128.33,19.3,110.225,6416.64
3.0,1,2,103,134,50.0,301.61,783.0,1,15080.35,272.99,19.26,110.225,13649.25
3.0,1,2,103,127,400.0,44.68,928.0,1,17873.0,33.99,19.26,881.8,13597.76
3.0,1,2,6,118,50.0,278.3,722.5,1,13915.14,219.84,19.26,110.225,10992.07
3.0,1,2,117,116,25.0,170.06,220.75,1,4251.58,130.95,19.26,55.1125,3273.78
3.0,1,2,103,130,100.0,118.25,614.0,1,11825.46,67.54,19.26,220.45,6754.33
3.0,1,2,103,127,500.0,44.68,1160.0,1,22341.25,33.99,19.26,1102.25,16997.2
3.0,1,2,103,127,500.0,44.68,1160.0,1,22341.25,33.99,19.26,1102.25,16997.2
3.0,1,2,153,174,726.0,80.0,58080.0,0,58080.0,78.8,19.26,1600.467,57207.86
3.0,1,2,103,107,225.0,116.14,1356.75,1,26130.6,92.03,19.26,496.0125,20707.83
3.0,1,2,25,107,50.0,116.71,303.0,1,5835.69,73.55,19.26,110.225,3677.26
3.0,1,2,25,126,175.0,191.06,1736.0,1,33434.84,126.56,19.26,385.7875,22147.97
3.0,1,2,25,142,50.0,114.02,296.0,1,5700.87,87.68,19.26,110.225,4383.93
3.0,1,2,25,126,19.0,191.06,188.48,1,3630.07,126.56,19.26,41.8855,2404.64
3.0,1,2,103,127,700.0,44.68,1624.0,1,31277.75,33.99,19.26,1543.15,23796.08
3.0,1,2,6,141,100.0,187.12,966.0,1,18712.19,213.34,19.37,220.45,21333.62
3.0,1,2,6,222,1000.0,121.07,6250.0,1,121067.5,61.86,19.37,2204.5,61864.4
3.0,1,2,66,107,125.0,158.26,1021.25,1,19782.43,87.69,19.37,275.5625,10961.1
3.0,1,2,66,140,100.0,223.54,1154.0,1,22353.9,77.27,19.37,220.45,7726.57
3.0,1,2,66,133,50.0,486.01,1254.5,1,24300.67,259.2,19.37,110.225,12960.1
3.0,1,2,66,133,25.0,475.17,613.25,1,11879.14,254.42,19.37,55.1125,6360.57
3.0,1,2,91,175,20.0,89.36,1787.2,0,1787.2,93.34,19.37,44.09,1866.76
3.0,1,2,91,49,40.0,89.43,3577.2,0,3577.2,87.0,19.37,88.18,3479.91
3.0,1,2,91,48,40.0,89.39,3575.6,0,3575.6,88.65,19.37,88.18,3545.82
3.0,1,2,31,140,500.0,316.91,8180.0,1,158453.16,227.44,19.37,1102.25,113720.4
3.0,1,2,6,135,25.0,259.96,335.5,1,6498.9,90.32,19.37,55.1125,2258.03
3.0,1,2,6,136,25.0,269.84,348.25,1,6745.88,75.24,19.37,55.1125,1880.97
3.0,1,2,6,137,25.0,221.6,286.0,1,5540.05,127.82,19.37,55.1125,3195.59
3.0,1,2,6,137,25.0,221.6,286.0,1,5540.05,127.82,19.37,55.1125,3195.59
3.0,1,2,6,134,100.0,115.84,598.0,1,11583.74,71.63,19.37,220.45,7163.02
3.0,1,2,6,140,50.0,173.37,447.5,1,8668.44,97.29,19.37,110.225,4864.42
3.0,1,2,66,143,100.0,153.61,793.0,1,15361.04,124.15,19.37,220.45,12415.16
3.0,1,2,66,107,200.0,198.94,2054.0,1,39787.62,102.28,19.37,440.9,20456.82
3.0,1,2,66,133,25.0,225.28,290.75,1,5632.06,113.45,19.37,55.1125,2836.21
3.0,1,2,66,107,500.0,252.21,6510.0,1,126103.9,128.81,19.37,1102.25,64402.95
3.0,1,2,66,126,25.0,166.78,215.25,1,4169.57,92.5,19.37,55.1125,2312.42
3.0,1,2,66,126,25.0,148.57,191.75,1,3714.35,77.11,19.37,55.1125,1927.78
3.0,1,2,66,126,50.0,343.83,887.5,1,17191.59,205.11,19.37,110.225,10255.63
3.0,1,2,66,107,50.0,219.66,567.0,1,10983.25,171.14,19.37,110.225,8557.08
3.0,1,2,66,107,100.0,211.53,1092.0,1,21152.91,177.74,19.37,220.45,17774.35
3.0,1,2,66,140,100.0,193.32,998.0,1,19332.06,128.18,19.37,220.45,12817.52
3.0,1,2,86,107,500.0,85.81,2215.0,1,42906.3,58.38,19.37,1102.25,29189.4
3.0,1,2,86,143,475.0,159.81,3918.75,1,75909.32,59.61,19.37,1047.1375,28313.14
3.0,1,2,86,143,18.0,159.81,148.5,1,2876.56,59.61,19.37,39.681,1072.92
3.0,1,2,6,189,225.0,181.5,2108.25,1,40838.49,141.34,19.37,496.0125,31801.14
3.0,1,2,34,140,250.0,407.76,5262.5,1,101938.83,272.32,19.37,551.125,68080.45
3.0,1,2,34,105,250.0,92.2,1190.0,1,23051.25,69.73,19.37,551.125,17431.85
3.0,1,2,6,117,100.0,74.0,382.0,1,7399.65,55.9,19.37,220.45,5589.9
3.0,1,2,6,117,200.0,74.0,764.0,1,14799.3,55.9,19.37,440.9,11179.8
3.0,1,2,6,107,500.0,123.39,3185.0,1,61696.0,50.55,19.37,1102.25,25273.5
3.0,1,2,6,107,500.0,123.39,3185.0,1,61696.0,50.55,19.37,1102.25,25273.5
3.0,1,2,6,127,300.0,43.97,681.0,1,13191.51,33.99,19.37,661.35,10198.32
3.0,1,2,6,5,500.0,147.8,3815.0,1,73899.6,114.11,19.37,1102.25,57055.75
3.0,1,2,6,5,1200.0,147.8,9156.0,1,177359.05,114.11,19.37,2645.4,136933.8
3.0,1,2,6,125,25.0,124.17,160.25,1,3104.17,91.72,19.37,55.1125,2293.08
3.0,1,2,6,125,150.0,124.17,961.5,1,18625.02,91.72,19.37,330.675,13758.48
3.0,1,2,6,219,2938.0,84.84,12868.44,1,249271.97,67.31,19.37,6476.821,197754.72
3.0,1,2,90,107,200.0,190.22,1964.0,1,38044.26,127.04,19.37,440.9,25407.24
3.0,1,2,90,107,200.0,229.16,2366.0,1,45831.32,143.01,19.37,440.9,28602.92
3.0,1,2,6,70,50.0,530.18,1368.5,1,26508.94,224.75,19.37,110.225,11237.71
3.0,1,2,6,184,50.0,331.24,855.0,1,16562.04,224.2,19.37,110.225,11210.21
3.0,1,2,65,35,54.0,569.86,1576.26,1,30772.54,403.8,19.52,119.043,21805.01
3.0,1,2,65,35,25.0,569.86,729.75,1,14246.55,403.8,19.52,55.1125,10094.91
3.0,1,2,65,35,14.0,569.86,408.66,1,7978.07,403.8,19.52,30.863,5653.15
3.0,1,2,109,130,1975.0,109.13,11040.25,1,215533.33,88.29,19.52,4353.8877,174364.06
3.0,1,2,109,130,25.0,109.13,139.75,1,2728.27,88.29,19.52,55.1125,2207.14
3.0,1,2,66,127,150.0,118.11,907.5,1,17716.67,65.89,19.52,330.675,9883.35
3.0,1,2,12,109,50.0,355.31,910.0,1,17765.48,278.36,19.52,110.225,13918.17
3.0,1,2,14,219,7344.0,62.47,23500.8,1,458794.38,51.79,19.52,16189.848,380336.94
3.0,1,2,12,140,75.0,249.3,957.75,1,18697.67,136.96,19.52,165.3375,10271.87
3.0,1,2,4,133,775.0,117.72,4673.25,1,91233.54,68.38,19.52,1708.4875,52990.94
3.0,1,2,13,92,9482.0,82.05,39919.22,1,778033.19,66.17,19.49,20903.068,627382.25
3.0,1,2,13,100,6000.0,90.82,27960.0,1,544945.81,50.15,19.49,13227.0,300874.81
3.0,1,2,13,100,6000.0,90.82,27960.0,1,544945.81,50.15,19.49,13227.0,300874.81
3.0,1,2,127,18,544.0,35.67,995.52,1,19402.9,33.83,19.49,1199.248,18404.01
3.0,1,2,127,18,4352.0,35.67,7964.16,1,155223.22,33.83,19.49,9593.984,147232.08
3.0,1,2,154,133,25.0,434.25,10856.25,0,10856.25,164.33,19.49,55.1125,4108.31
3.0,1,2,6,79,25.0,199.58,256.0,1,4989.49,140.43,19.49,55.1125,3510.84
3.0,1,2,17,18,100.0,40.44,4044.0,0,4044.0,29.91,19.49,220.45,2991.4
3.0,1,2,6,23,25.0,230.96,296.25,1,5773.97,58.79,19.49,55.1125,1469.65
3.0,1,2,6,159,50.0,275.4,706.5,1,13769.83,240.08,19.49,110.225,12003.84
3.0,1,2,6,22,25.0,230.76,296.0,1,5769.1,130.65,19.49,55.1125,3266.18
3.0,1,2,6,42,25.0,213.61,274.0,1,5340.32,95.86,19.49,55.1125,2396.48
3.0,1,2,6,112,25.0,240.12,308.0,1,6002.98,76.0,19.49,55.1125,1900.02
3.0,1,2,6,220,250.0,117.92,1512.5,1,29478.93,53.34,19.49,551.125,13333.98
3.0,1,2,6,31,25.0,221.02,283.5,1,5525.47,101.77,19.49,55.1125,2544.33
3.0,1,2,6,25,50.0,315.55,809.5,1,15777.32,233.89,19.49,110.225,11694.3
3.0,1,2,154,133,500.0,138.0,69000.0,0,69000.0,165.54,19.49,1102.25,82767.7
3.0,1,2,154,133,500.0,138.0,69000.0,0,69000.0,165.54,19.49,1102.25,82767.7
3.0,1,2,9,4,2000.0,177.17,18180.0,1,354331.81,157.65,19.49,4409.0,315298.59
3.0,1,2,68,126,100.0,485.11,2489.0,1,48511.11,334.07,19.49,220.45,33406.62
3.0,1,2,129,140,50.0,231.96,11598.0,0,11598.0,230.37,19.49,110.225,11518.52
3.0,1,2,129,127,1500.0,35.7,53550.0,0,53550.0,33.99,19.49,3306.75,50991.6
3.0,1,2,5,107,100.0,133.12,683.0,1,13311.81,79.2,19.49,220.45,7920.42
3.0,1,2,6,24,75.0,184.38,709.5,1,13828.3,71.4,19.49,165.3375,5354.66
3.0,1,2,5,107,1000.0,194.71,9990.0,1,194707.09,113.07,19.49,2204.5,113065.7
3.0,1,2,5,107,25.0,194.71,249.75,1,4867.68,113.07,19.49,55.1125,2826.64
3.0,1,2,5,107,75.0,194.71,749.25,1,14603.03,113.07,19.49,165.3375,8479.93
3.0,1,2,5,221,136.0,225.89,1576.24,1,30721.23,99.62,19.49,299.812,13548.59
3.0,1,2,132,118,200.0,321.0,3294.0,1,64200.72,177.42,19.49,440.9,35483.82
3.0,1,2,132,102,200.0,229.59,2356.0,1,45918.92,170.88,19.49,440.9,34175.38
3.0,1,2,132,107,25.0,215.37,276.25,1,5384.17,166.99,19.49,55.1125,4174.65
3.0,1,2,132,107,175.0,215.37,1933.75,1,37689.17,166.99,19.49,385.7875,29222.57
3.0,1,2,90,107,200.0,191.39,1964.0,1,38278.76,127.04,19.49,440.9,25407.24
3.0,1,2,90,107,100.0,230.57,1183.0,1,23056.91,143.01,19.49,220.45,14301.46
3.0,1,2,152,102,150.0,173.27,1333.5,1,25990.19,125.27,19.49,330.675,18790.04
3.0,1,2,6,23,75.0,182.23,701.25,1,13667.51,58.79,19.49,165.3375,4408.94
3.0,1,2,6,22,25.0,230.76,296.0,1,5769.1,130.65,19.49,55.1125,3266.18
3.0,1,2,6,220,400.0,117.92,2420.0,1,47166.28,53.34,19.49,881.8,21334.36
3.0,1,2,6,179,75.0,419.43,1614.0,1,31457.18,163.46,19.49,165.3375,12259.37
