Month,Fecha,Operacion,Clase,No_Factura,Cliente,Producto,KG,Precio_Unit_Venta,Ganancia_USD,Moneda_de_Venta,Ganancia_MXN,Moneda_MXN,Costo_Unit_Manufactura,Tipo_de_Cambio,Conversion_Ganancia_en_Dolares,lbs,Costo_Tot_Manufactura,Mes
2.0,25/02/19,Venta,NAC,28507,Cliente 6,Producto 107,1000.0,121.92,6370.0, USD ,121918.0,MXP,50.55,19.14,6370.0,2204.5,50547.0,Febrero
2.0,25/02/19,Cancelacion,NAC,1626,Cliente 60,Producto 140,200.0,152.16,1590.0, USD ,30431.64,MXP,97.29,19.14,1590.0,-440.9,-19457.68,Febrero
2.0,25/02/19,Cancelacion,NAC,1625,Cliente 60,Producto 140,200.0,152.16,1590.0, USD ,30431.64,MXP,97.29,19.14,1590.0,-440.9,-19457.68,Febrero
2.0,25/02/19,Venta,NAC,28505,Cliente 60,Producto 140,200.0,152.16,1590.0, USD ,30431.64,MXP,97.29,19.14,1590.0,440.9,19457.68,Febrero
2.0,26/02/19,Venta,NAC,28520,Cliente 47,Producto 107,225.0,124.42,27994.5, MXP ,27994.5,MXP,124.02,19.14,1462.66,496.0125,27905.27,Febrero
2.0,26/02/19,Venta,NAC,28520,Cliente 47,Producto 130,250.0,92.77,23192.5, MXP ,23192.5,MXP,72.39,19.14,1211.77,551.125,18097.08,Febrero
2.0,26/02/19,Venta,NAC,28509,Cliente 6,Producto 107,200.0,164.8,1724.0, USD ,32960.3,MXP,128.33,19.12,1724.0,440.9,25666.54,Febrero
2.0,26/02/19,Venta,NAC,28511,Cliente 6,Producto 163,136.0,331.71,2359.6, USD ,45112.02,MXP,189.3,19.12,2359.6,299.812,25744.61,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 199,110.0,277.22,1595.0, USD ,30494.01,MXP,284.13,19.12,1595.0,242.495,31254.1,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 199,113.0,277.22,1638.5, USD ,31325.67,MXP,284.13,19.12,1638.5,249.1085,32106.49,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 197,76.0,263.45,1047.28, USD ,20022.42,MXP,259.18,19.12,1047.28,167.542,19698.04,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 197,91.0,263.45,1253.98, USD ,23974.21,MXP,259.18,19.12,1253.98,200.6095,23585.81,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 197,66.0,263.45,909.48, USD ,17387.89,MXP,259.18,19.12,909.48,145.497,17106.19,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 203,91.0,247.58,1178.45, USD ,22530.2,MXP,261.42,19.12,1178.45,200.6095,23789.25,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 203,83.0,247.58,1074.85, USD ,20549.52,MXP,261.42,19.12,1074.85,182.9735,21697.88,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 198,53.0,268.04,743.06, USD ,14206.19,MXP,264.16,19.12,743.06,116.8385,14000.64,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 198,102.0,268.04,1430.04, USD ,27340.22,MXP,264.16,19.12,1430.04,224.859,26944.64,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 198,92.0,268.04,1289.84, USD ,24659.81,MXP,264.16,19.12,1289.84,202.814,24303.01,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 204,102.0,351.59,1875.78, USD ,35862.1,MXP,357.16,19.12,1875.78,224.859,36430.1,Febrero
2.0,26/02/19,Venta,NAC,28512,Cliente 6,Producto 202,113.0,342.99,2027.22, USD ,38757.41,MXP,350.82,19.12,2027.22,249.1085,39643.07,Febrero
2.0,26/02/19,Venta,NAC,28518,Cliente 154,Producto 133,50.0,138.0,6900.0, MXP ,6900.0,MXP,165.54,19.12,360.91,110.225,8276.77,Febrero
2.0,26/02/19,Venta,NAC,28519,Cliente 154,Producto 133,25.0,463.79,11594.75, MXP ,11594.75,MXP,164.33,19.12,606.47,55.1125,4108.31,Febrero
2.0,26/02/19,Venta,NAC,28515,Cliente 154,Producto 102,100.0,115.7,11570.0, MXP ,11570.0,MXP,98.76,19.12,605.17,220.45,9876.06,Febrero
2.0,26/02/19,Venta,NAC,28515,Cliente 154,Producto 102,100.0,115.7,11570.0, MXP ,11570.0,MXP,98.76,19.12,605.17,220.45,9876.06,Febrero
2.0,26/02/19,Venta,NAC,28515,Cliente 154,Producto 140,150.0,380.0,57000.0, MXP ,57000.0,MXP,207.18,19.12,2981.41,330.675,31077.05,Febrero
2.0,26/02/19,Venta,NAC,28510,Cliente 6,Producto 170,1130.0,357.9,21153.6, USD ,404425.09,MXP,253.36,19.12,21153.6,2491.085,286294.19,Febrero
2.0,26/02/19,Venta,NAC,28517,Cliente 47,Producto 125,250.0,156.0,39000.0, MXP ,39000.0,MXP,130.13,19.12,2039.91,551.125,32533.35,Febrero
2.0,26/02/19,Venta,NAC,28527,Cliente 6,Producto 140,25.0,404.93,529.5, USD ,10123.25,MXP,232.84,19.12,529.5,55.1125,5820.95,Febrero
2.0,26/02/19,Venta,NAC,28513,Cliente 90,Producto 107,75.0,146.83,576.0, USD ,11012.26,MXP,97.89,19.12,576.0,165.3375,7341.84,Febrero
2.0,26/02/19,Venta,NAC,28513,Cliente 90,Producto 107,125.0,133.45,872.5, USD ,16680.89,MXP,56.68,19.12,872.5,275.5625,7084.39,Febrero
2.0,26/02/19,Venta,NAC,28513,Cliente 90,Producto 107,250.0,133.45,1745.0, USD ,33361.78,MXP,56.68,19.12,1745.0,551.125,14168.78,Febrero
2.0,26/02/19,Venta,NAC,28514,Cliente 18,Producto 107,75.0,165.76,650.25, USD ,12431.81,MXP,83.33,19.12,650.25,165.3375,6250.08,Febrero
2.0,26/02/19,Venta,NAC,28526,Cliente 85,Producto 157,75.0,216.42,849.0, USD ,16231.61,MXP,114.74,19.12,849.0,165.3375,8605.24,Febrero
2.0,26/02/19,Venta,NAC,28526,Cliente 85,Producto 28,25.0,118.53,155.0, USD ,2963.37,MXP,65.86,19.12,155.0,55.1125,1646.38,Febrero
2.0,26/02/19,Venta,NAC,28526,Cliente 85,Producto 180,75.0,397.09,1557.75, USD ,29781.84,MXP,252.72,19.12,1557.75,165.3375,18953.78,Febrero
2.0,26/02/19,Venta,NAC,28524,Cliente 126,Producto 102,150.0,207.63,1629.0, USD ,31144.04,MXP,107.63,19.12,1629.0,330.675,16144.59,Febrero
2.0,26/02/19,Venta,NAC,28524,Cliente 126,Producto 126,100.0,353.5,1849.0, USD ,35350.11,MXP,190.92,19.12,1849.0,220.45,19092.41,Febrero
2.0,26/02/19,Venta,NAC,28522,Cliente 6,Producto 127,1000.0,112.03,5860.0, USD ,112034.4,MXP,81.73,19.12,5860.0,2204.5,81725.5,Febrero
2.0,26/02/19,Venta,NAC,28516,Cliente 106,Producto 140,175.0,380.84,3486.0, USD ,66647.09,MXP,237.35,19.12,3486.0,385.7875,41536.86,Febrero
2.0,26/02/19,Venta,NAC,28516,Cliente 106,Producto 133,25.0,273.59,357.75, USD ,6839.64,MXP,130.43,19.12,357.75,55.1125,3260.69,Febrero
2.0,26/02/19,Venta,NAC,28523,Cliente 35,Producto 107,50.0,229.8,601.0, USD ,11490.22,MXP,111.8,19.12,601.0,110.225,5590.16,Febrero
2.0,26/02/19,Venta,NAC,28523,Cliente 35,Producto 133,25.0,171.88,224.75, USD ,4296.88,MXP,95.16,19.12,224.75,55.1125,2378.88,Febrero
2.0,26/02/19,Venta,NAC,28525,Cliente 126,Producto 107,25.0,216.61,283.25, USD ,5415.32,MXP,113.14,19.12,283.25,55.1125,2828.46,Febrero
2.0,26/02/19,Cancelacion,NAC,1629,Cliente 13,Producto 100,0.0,83.36,2943.0, USD ,56265.77,MXP,42.4,19.12,2943.0,0.0,0.0,Febrero
2.0,26/02/19,Cancelacion,NAC,1627,Cliente 87,Producto 64,0.0,6.8,1190.0, MXP ,1190.0,MXP,85.9,19.12,62.24,0.0,0.0,Febrero
2.0,26/02/19,Cancelacion,NAC,1628,Cliente 27,Producto 145,0.0,76.47,28000.0, USD ,535318.0,MXP,0.0,19.12,28000.0,0.0,0.0,Febrero
2.0,26/02/19,Venta,NAC,28521,Cliente 6,Producto 219,3390.0,83.74,14848.2, USD ,283875.22,MXP,67.31,19.12,14848.19,7473.255,228178.53,Febrero
2.0,26/02/19,Venta,NAC,28528,Cliente 34,Producto 174,200.0,91.0,952.0, USD ,18200.82,MXP,78.8,19.12,952.0,440.9,15759.74,Febrero
2.0,26/02/19,Cancelacion,NAC,1630,Cliente 91,Producto 153,40.0,73.32,2932.8, MXP ,2932.8,MXP,91.62,19.12,153.4,-88.18,-3664.87,Febrero
2.0,27/02/19,Venta,NAC,28535,Cliente 71,Producto 130,4875.0,104.2,26568.75, USD ,507954.53,MXP,98.22,19.12,26568.74,10746.9375,478844.44,Febrero
2.0,27/02/19,Venta,NAC,28532,Cliente 12,Producto 194,272.0,113.95,1621.12, USD ,30993.39,MXP,78.75,19.12,1621.12,599.624,21420.87,Febrero
2.0,27/02/19,Venta,NAC,28532,Cliente 12,Producto 109,25.0,347.96,455.0, USD ,8698.92,MXP,278.36,19.12,455.0,55.1125,6959.09,Febrero
2.0,27/02/19,Venta,NAC,28529,Cliente 12,Producto 194,204.0,113.95,1215.84, USD ,23245.05,MXP,78.75,19.12,1215.84,449.718,16065.65,Febrero
2.0,27/02/19,Venta,NAC,28531,Cliente 12,Producto 194,272.0,113.95,1621.12, USD ,30993.39,MXP,78.75,19.12,1621.12,599.624,21420.87,Febrero
2.0,27/02/19,Venta,NAC,28540,Cliente 118,Producto 125,50.0,413.7,20685.0, MXP ,20685.0,MXP,217.62,19.12,1081.94,110.225,10881.23,Febrero
2.0,27/02/19,Venta,NAC,28540,Cliente 118,Producto 107,25.0,218.04,5451.0, MXP ,5451.0,MXP,129.26,19.12,285.12,55.1125,3231.55,Febrero
2.0,27/02/19,Venta,NAC,28540,Cliente 118,Producto 130,25.0,193.9,4847.5, MXP ,4847.5,MXP,115.36,19.12,253.55,55.1125,2884.05,Febrero
2.0,27/02/19,Venta,NAC,28540,Cliente 118,Producto 134,25.0,387.42,9685.5, MXP ,9685.5,MXP,243.08,19.12,506.6,55.1125,6076.9,Febrero
2.0,27/02/19,Venta,NAC,28534,Cliente 126,Producto 102,100.0,104.39,546.0, USD ,10438.7,MXP,82.96,19.12,546.0,220.45,8295.67,Febrero
2.0,27/02/19,Venta,NAC,28538,Cliente 124,Producto 95,25.0,243.57,318.5, USD ,6089.24,MXP,222.65,19.12,318.5,55.1125,5566.36,Febrero
2.0,27/02/19,Venta,NAC,28537,Cliente 124,Producto 93,25.0,555.01,725.75, USD ,13875.25,MXP,187.57,19.12,725.75,55.1125,4689.3,Febrero
2.0,27/02/19,Venta,NAC,28536,Cliente 124,Producto 94,25.0,395.75,517.5, USD ,9893.83,MXP,247.65,19.12,517.5,55.1125,6191.36,Febrero
2.0,27/02/19,Venta,NAC,28542,Cliente 66,Producto 218,4407.0,75.9,17495.79, USD ,334493.06,MXP,75.6,19.12,17495.78,9715.231,333158.19,Febrero
2.0,27/02/19,Venta,NAC,28543,Cliente 66,Producto 140,50.0,159.64,417.5, USD ,7981.98,MXP,113.91,19.12,417.5,110.225,5695.28,Febrero
2.0,27/02/19,Venta,NAC,28543,Cliente 66,Producto 140,25.0,145.49,190.25, USD ,3637.3,MXP,105.62,19.12,190.25,55.1125,2640.41,Febrero
2.0,27/02/19,Venta,NAC,28533,Cliente 12,Producto 127,25.0,338.02,442.0, USD ,8450.38,MXP,119.94,19.12,442.0,55.1125,2998.55,Febrero
2.0,27/02/19,Venta,NAC,28539,Cliente 118,Producto 125,25.0,299.79,7494.75, MXP ,7494.75,MXP,295.44,19.12,392.02,55.1125,7385.95,Febrero
2.0,27/02/19,Venta,NAC,28530,Cliente 12,Producto 194,204.0,113.95,1215.84, USD ,23245.05,MXP,78.75,19.12,1215.84,449.718,16065.65,Febrero
2.0,27/02/19,Venta,NAC,28541,Cliente 118,Producto 149,140.0,111.37,15591.8, MXP ,15591.8,MXP,69.78,19.12,815.53,308.63,9769.56,Febrero
2.0,27/02/19,Venta,NAC,28541,Cliente 118,Producto 112,1500.0,54.63,81945.0, MXP ,81945.0,MXP,33.43,19.12,4286.16,3306.75,50145.75,Febrero
2.0,28/02/19,Venta,NAC,28546,Cliente 31,Producto 117,1800.0,80.1,7524.0, USD ,144182.34,MXP,55.9,19.16,7524.0,3968.1,100618.2,Febrero
2.0,28/02/19,Venta,NAC,28546,Cliente 31,Producto 117,200.0,80.1,836.0, USD ,16020.26,MXP,55.9,19.16,836.0,440.9,11179.8,Febrero
2.0,28/02/19,Venta,NAC,28559,Cliente 6,Producto 233,25.0,191.63,250.0, USD ,4790.75,MXP,71.37,19.16,250.0,55.1125,1784.19,Febrero
2.0,28/02/19,Venta,NAC,28559,Cliente 6,Producto 233,175.0,191.63,1750.0, USD ,33535.25,MXP,71.37,19.16,1750.0,385.7875,12489.31,Febrero
2.0,28/02/19,Venta,NAC,28548,Cliente 14,Producto 219,12240.0,61.32,39168.0, USD ,750576.38,MXP,51.79,19.16,39168.0,26983.08,633894.94,Febrero
2.0,28/02/19,Venta,NAC,28548,Cliente 14,Producto 219,3264.0,61.32,10444.8, USD ,200153.7,MXP,51.79,19.16,10444.8,7195.488,169038.64,Febrero
2.0,28/02/19,Venta,NAC,28554,Cliente 6,Producto 179,75.0,416.6,1630.5, USD ,31245.27,MXP,163.46,19.16,1630.5,165.3375,12259.37,Febrero
2.0,28/02/19,Venta,NAC,28555,Cliente 6,Producto 178,50.0,739.88,1930.5, USD ,36994.17,MXP,401.76,19.16,1930.5,110.225,20087.9,Febrero
2.0,28/02/19,Venta,NAC,28558,Cliente 6,Producto 143,100.0,137.59,718.0, USD ,13759.03,MXP,94.23,19.16,718.0,220.45,9423.09,Febrero
2.0,28/02/19,Venta,NAC,28558,Cliente 6,Producto 159,50.0,270.77,706.5, USD ,13538.66,MXP,240.08,19.16,706.5,110.225,12003.84,Febrero
2.0,28/02/19,Venta,NAC,28556,Cliente 6,Producto 178,25.0,787.79,1027.75, USD ,19694.77,MXP,401.76,19.16,1027.75,55.1125,10043.95,Febrero
2.0,28/02/19,Venta,NAC,28556,Cliente 6,Producto 179,25.0,464.51,606.0, USD ,11612.78,MXP,163.46,19.16,606.0,55.1125,4086.46,Febrero
2.0,28/02/19,Venta,NAC,28552,Cliente 6,Producto 127,25.0,206.39,269.25, USD ,5159.64,MXP,32.22,19.16,269.25,55.1125,805.48,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 222,500.0,119.77,3125.0, USD ,59884.4,MXP,61.86,19.16,3125.0,1102.25,30932.2,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 137,75.0,222.67,871.5, USD ,16700.56,MXP,127.82,19.16,871.5,165.3375,9586.76,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 134,200.0,98.69,1030.0, USD ,19737.9,MXP,71.63,19.16,1030.0,440.9,14326.04,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 134,25.0,98.69,128.75, USD ,2467.24,MXP,71.63,19.16,128.75,55.1125,1790.76,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 70,50.0,524.49,1368.5, USD ,26224.57,MXP,224.75,19.16,1368.5,110.225,11237.71,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 78,75.0,170.74,668.25, USD ,12805.67,MXP,56.27,19.16,668.25,165.3375,4220.42,Febrero
2.0,28/02/19,Venta,NAC,28551,Cliente 6,Producto 134,100.0,98.69,515.0, USD ,9868.95,MXP,71.63,19.16,515.0,220.45,7163.02,Febrero
2.0,28/02/19,Venta,NAC,28547,Cliente 122,Producto 107,50.0,113.83,297.0, USD ,5691.41,MXP,72.9,19.16,297.0,110.225,3644.95,Febrero
2.0,28/02/19,Venta,NAC,28545,Cliente 31,Producto 237,300.0,225.74,3534.0, USD ,67722.03,MXP,196.97,19.16,3534.0,661.35,59091.48,Febrero
2.0,28/02/19,Venta,NAC,28553,Cliente 6,Producto 136,25.0,266.94,348.25, USD ,6673.52,MXP,75.24,19.16,348.25,55.1125,1880.97,Febrero
2.0,28/02/19,Venta,NAC,28553,Cliente 6,Producto 118,25.0,212.9,277.75, USD ,5322.52,MXP,142.83,19.16,277.75,55.1125,3570.75,Febrero
2.0,28/02/19,Venta,NAC,28553,Cliente 6,Producto 160,425.0,120.92,2681.75, USD ,51390.36,MXP,71.4,19.16,2681.75,936.9125,30346.7,Febrero
2.0,28/02/19,Venta,NAC,28553,Cliente 6,Producto 30,25.0,166.33,217.0, USD ,4158.37,MXP,81.77,19.16,217.0,55.1125,2044.29,Febrero
2.0,28/02/19,Venta,NAC,28553,Cliente 6,Producto 220,250.0,115.94,1512.5, USD ,28984.05,MXP,53.34,19.16,1512.5,551.125,13333.98,Febrero
2.0,28/02/19,Venta,NAC,28557,Cliente 6,Producto 212,25.0,191.06,249.25, USD ,4776.38,MXP,188.22,19.16,249.25,55.1125,4705.42,Febrero
2.0,28/02/19,Venta,NAC,28557,Cliente 6,Producto 213,25.0,204.28,266.5, USD ,5106.94,MXP,109.11,19.16,266.5,55.1125,2727.78,Febrero
2.0,28/02/19,Venta,NAC,28557,Cliente 6,Producto 126,50.0,258.51,674.5, USD ,12925.45,MXP,258.35,19.16,674.5,110.225,12917.63,Febrero
2.0,28/02/19,Venta,NAC,28544,Cliente 27,Producto 173,2000.0,68.03,7100.0, USD ,136057.41,MXP,59.7,19.16,7100.01,4409.0,119397.0,Febrero
2.0,28/02/19,Venta,NAC,28549,Cliente 52,Producto 111,200.0,51.46,10292.0, MXP ,10292.0,MXP,59.18,19.16,537.08,440.9,11836.4,Febrero
2.0,28/02/19,Venta,NAC,28549,Cliente 52,Producto 222,25.0,83.0,2075.0, MXP ,2075.0,MXP,61.86,19.16,108.28,55.1125,1546.61,Febrero
2.0,28/02/19,Venta,NAC,28549,Cliente 52,Producto 222,25.0,83.0,2075.0, MXP ,2075.0,MXP,61.86,19.16,108.28,55.1125,1546.61,Febrero
2.0,28/02/19,Cancelacion,EXT,1631,Cliente 30,Producto 147,0.0,4790.75,250.0, USD ,4790.75,MXP,0.0,19.16,250.0,0.0,0.0,Febrero
2.0,28/02/19,Venta,NAC,28550,Cliente 154,Producto 133,0.0,434.25,10856.25, MXP ,10856.25,MXP,164.33,19.16,566.52,0.0,0.0,Febrero
2.0,28/02/19,Cancelacion,NAC,1633,Cliente 154,Producto 133,0.0,463.79,11594.75, MXP ,11594.75,MXP,164.33,19.16,605.06,0.0,0.0,Febrero
2.0,28/02/19,Cancelacion,NAC,1632,Cliente 17,Producto 18,0.0,40.44,2022.0, MXP ,2022.0,MXP,0.0,19.16,105.52,0.0,0.0,Febrero
2.0,28/02/19,Venta,NAC,28560,Cliente 154,Producto 118,0.0,160.0,4000.0, MXP ,4000.0,MXP,134.8,19.16,208.74,0.0,0.0,Febrero
3.0,03/01/2019,Venta,NAC,28563,Cliente 109,Producto 130,1000.0,107.44,5590.0, USD ,107440.4,MXP,88.29,19.22,5590.0,2204.5,88285.6,Marzo
3.0,03/01/2019,Venta,NAC,28562,Cliente 79,Producto 138,940.0,126.66,6194.6, USD ,119060.87,MXP,109.83,19.22,6194.6,2072.23,103244.34,Marzo
3.0,03/01/2019,Venta,NAC,28562,Cliente 79,Producto 138,60.0,126.66,395.4, USD ,7599.63,MXP,109.83,19.22,395.4,132.27,6590.06,Marzo
3.0,03/01/2019,Venta,NAC,28569,Cliente 101,Producto 131,20625.0,43.82,47025.0, USD ,903824.62,MXP,34.14,19.22,47024.97,45467.812,704234.44,Marzo
3.0,03/01/2019,Venta,NAC,28570,Cliente 101,Producto 131,4375.0,43.82,9975.0, USD ,191720.38,MXP,34.14,19.22,9974.99,9644.6875,149383.06,Marzo
3.0,03/01/2019,Venta,NAC,28561,Cliente 127,Producto 18,4896.0,36.13,9204.48, USD ,176911.08,MXP,33.83,19.22,9204.48,10793.232,165636.09,Marzo
3.0,03/01/2019,Venta,NAC,28566,Cliente 154,Producto 133,75.0,138.0,10350.0, MXP ,10350.0,MXP,165.54,19.22,538.5,165.3375,12415.16,Marzo
3.0,03/01/2019,Venta,NAC,28565,Cliente 91,Producto 153,40.0,73.32,2932.8, MXP ,2932.8,MXP,91.62,19.22,152.59,88.18,3664.87,Marzo
3.0,03/01/2019,Venta,NAC,28568,Cliente 152,Producto 127,350.0,41.52,756.0, USD ,14530.39,MXP,33.99,19.22,756.0,771.575,11898.04,Marzo
3.0,03/01/2019,Venta,NAC,28564,Cliente 91,Producto 133,50.0,102.0,5100.0, MXP ,5100.0,MXP,83.61,19.22,265.35,110.225,4180.46,Marzo
3.0,03/01/2019,Venta,NAC,28567,Cliente 154,Producto 125,200.0,135.0,27000.0, MXP ,27000.0,MXP,148.18,19.22,1404.78,440.9,29635.26,Marzo
3.0,03/01/2019,Venta,NAC,28571,Cliente 100,Producto 222,0.0,79.19,4672.08, USD ,89797.83,MXP,61.57,19.22,4672.08,0.0,0.0,Marzo
3.0,03/01/2019,Venta,NAC,28571,Cliente 100,Producto 222,0.0,79.19,23360.4, USD ,448989.16,MXP,61.57,19.22,23360.4,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1646,Cliente 6,Producto 107,0.0,165.65,1724.0, USD ,33129.94,MXP,128.33,19.22,1724.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1657,Cliente 60,Producto 58,0.0,91.28,2375.0, USD ,45640.15,MXP,0.0,19.22,2375.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1657,Cliente 60,Producto 58,0.0,91.28,2137.5, USD ,41076.14,MXP,0.0,19.22,2137.5,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1656,Cliente 27,Producto 173,0.0,68.22,88.75, USD ,1705.5,MXP,59.7,19.22,88.75,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1658,Cliente 111,Producto 102,0.0,75.52,3930.0, USD ,75522.4,MXP,63.22,19.22,3930.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1659,Cliente 111,Producto 107,0.0,80.71,4095.0, USD ,78693.23,MXP,66.84,19.22,4095.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1660,Cliente 111,Producto 102,0.0,75.52,3930.0, USD ,75522.4,MXP,59.95,19.22,3930.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1661,Cliente 111,Producto 107,0.0,80.71,4200.0, USD ,80711.0,MXP,64.18,19.22,4200.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1662,Cliente 111,Producto 102,0.0,75.52,3930.0, USD ,75522.4,MXP,59.95,19.22,3930.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1663,Cliente 111,Producto 107,0.0,80.71,4200.0, USD ,80711.0,MXP,64.18,19.22,4200.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1664,Cliente 111,Producto 107,0.0,80.71,4095.0, USD ,78693.23,MXP,64.18,19.22,4095.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1664,Cliente 111,Producto 107,0.0,80.71,50.4, USD ,968.53,MXP,64.18,19.22,50.4,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1665,Cliente 111,Producto 220,0.0,76.68,399.0, USD ,7667.54,MXP,53.34,19.22,399.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1666,Cliente 111,Producto 102,0.0,75.52,393.0, USD ,7552.24,MXP,59.95,19.22,393.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1666,Cliente 111,Producto 102,0.0,75.52,3537.0, USD ,67970.16,MXP,59.95,19.22,3537.0,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1667,Cliente 111,Producto 102,0.0,75.52,491.25, USD ,9440.3,MXP,59.95,19.22,491.25,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1667,Cliente 111,Producto 102,0.0,75.52,3438.75, USD ,66082.1,MXP,59.95,19.22,3438.75,0.0,0.0,Marzo
3.0,03/01/2019,Cancelacion,NAC,1672,Cliente 60,Producto 102,0.0,174.87,682.5, USD ,13115.54,MXP,111.52,19.22,682.5,0.0,0.0,Marzo
3.0,03/04/2019,Venta,NAC,28573,Cliente 6,Producto 112,1500.0,70.24,5460.0, USD ,105366.0,MXP,44.17,19.3,5460.0,3306.75,66256.05,Marzo
3.0,03/04/2019,Venta,NAC,28577,Cliente 95,Producto 110,150.0,166.32,24948.0, MXP ,24948.0,MXP,121.44,19.3,1292.79,330.675,18216.62,Marzo
3.0,03/04/2019,Venta,NAC,28577,Cliente 95,Producto 110,225.0,166.32,37422.0, MXP ,37422.0,MXP,121.44,19.3,1939.18,496.0125,27324.92,Marzo
3.0,03/04/2019,Venta,NAC,28580,Cliente 120,Producto 236,300.0,83.16,24948.0, MXP ,24948.0,MXP,78.52,19.3,1292.79,661.35,23554.5,Marzo
3.0,03/04/2019,Venta,NAC,28574,Cliente 123,Producto 219,9482.0,76.23,37453.9, USD ,722777.75,MXP,60.04,19.3,37453.9,20903.068,569270.81,Marzo
3.0,03/04/2019,Venta,NAC,28572,Cliente 6,Producto 54,50.0,145.89,378.0, USD ,7294.57,MXP,56.49,19.3,378.0,110.225,2824.35,Marzo
3.0,03/04/2019,Venta,NAC,28572,Cliente 6,Producto 112,1500.0,70.24,5460.0, USD ,105366.0,MXP,44.17,19.3,5460.0,3306.75,66256.05,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 133,25.0,57.89,75.0, USD ,1447.34,MXP,68.49,19.3,75.0,55.1125,1712.33,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 133,250.0,57.89,750.0, USD ,14473.35,MXP,68.49,19.3,750.0,551.125,17123.25,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 133,1600.0,57.89,4800.0, USD ,92629.44,MXP,68.49,19.3,4800.0,3527.2,109588.8,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 133,1525.0,57.89,4575.0, USD ,88287.44,MXP,68.49,19.3,4575.0,3361.8625,104451.83,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 36,200.0,61.37,636.0, USD ,12273.4,MXP,47.37,19.3,636.0,440.9,9474.52,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 36,1000.0,61.37,3180.0, USD ,61367.0,MXP,47.37,19.3,3180.0,2204.5,47372.6,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 36,1000.0,61.37,3180.0, USD ,61367.0,MXP,47.37,19.3,3180.0,2204.5,47372.6,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 140,1000.0,76.61,3970.0, USD ,76612.3,MXP,56.14,19.3,3970.0,2204.5,56143.4,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 140,1000.0,76.61,3970.0, USD ,76612.3,MXP,56.14,19.3,3970.0,2204.5,56143.4,Marzo
3.0,03/04/2019,Venta,EXT,28582,Cliente 139,Producto 140,1025.0,76.61,4069.25, USD ,78527.61,MXP,56.14,19.3,4069.25,2259.6125,57546.99,Marzo
