Month,Fecha,Operacion,Clase,No_Factura,Cliente,Producto,KG,Precio_Unit_Venta,Ganancia_USD,Moneda_de_Venta,Ganancia_MXN,Moneda_MXN,Costo_Unit_Manufactura,Tipo_de_Cambio,Conversion_Ganancia_en_Dolares,lbs,Costo_Tot_Manufactura,Mes
7.0,24/07/19,Venta,NAC,30355,Cliente 103,Producto 127,75.0,72.7,285.0, USD ,5452.48,MXP,63.98,19.13,285.0,165.3375,4798.25,Julio
7.0,24/07/19,Venta,NAC,30355,Cliente 103,Producto 127,225.0,72.7,855.0, USD ,16357.43,MXP,63.98,19.13,855.0,496.0125,14394.76,Julio
7.0,24/07/19,Venta,NAC,30356,Cliente 5,Producto 107,175.0,130.67,1195.25, USD ,22866.92,MXP,85.31,19.13,1195.25,385.7875,14929.71,Julio
7.0,24/07/19,Venta,NAC,30358,Cliente 124,Producto 94,25.0,396.02,517.5, USD ,9900.55,MXP,274.87,19.13,517.5,55.1125,6871.63,Julio
7.0,24/07/19,Venta,NAC,30362,Cliente 6,Producto 163,272.0,331.93,4719.2, USD ,90285.37,MXP,189.3,19.13,4719.2,599.624,51489.22,Julio
7.0,24/07/19,Venta,NAC,30361,Cliente 129,Producto 220,1000.0,67.38,67380.0, MXP ,67380.0,MXP,53.34,19.09,3529.71,2204.5,53335.9,Julio
7.0,25/07/19,Venta,NAC,30379,Cliente 118,Producto 130,25.0,210.88,5272.0, MXP ,5272.0,MXP,235.66,19.09,276.17,55.1125,5891.61,Julio
7.0,25/07/19,Venta,INTER,30364,Cliente 39,Producto 133,0.0,77.12,20200.0, USD ,385606.0,MXP,63.62,19.09,20200.01,0.0,0.0,Julio
7.0,25/07/19,Venta,INTER,30364,Cliente 39,Producto 236,0.0,76.36,20000.0, USD ,381788.0,MXP,78.52,19.09,20000.0,0.0,0.0,Julio
7.0,25/07/19,Venta,NAC,30385,Cliente 86,Producto 220,1500.0,62.99,4950.0, USD ,94492.5,MXP,53.34,19.09,4950.0,3306.75,80003.85,Julio
7.0,25/07/19,Venta,NAC,30385,Cliente 86,Producto 107,500.0,84.57,2215.0, USD ,42283.0,MXP,61.75,19.09,2215.0,1102.25,30875.8,Julio
7.0,25/07/19,Venta,NAC,30385,Cliente 86,Producto 121,475.0,126.75,3154.0, USD ,60207.96,MXP,68.37,19.09,3154.0,1047.1375,32475.7,Julio
7.0,25/07/19,Venta,NAC,30385,Cliente 86,Producto 140,100.0,171.04,896.0, USD ,17104.1,MXP,215.95,19.09,896.0,220.45,21595.13,Julio
7.0,25/07/19,Venta,NAC,30385,Cliente 86,Producto 121,25.0,126.75,166.0, USD ,3168.84,MXP,68.37,19.09,166.0,55.1125,1709.25,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 236,4200.0,77.69,17094.0, USD ,326314.38,MXP,78.52,19.09,17094.01,9258.9,329763.0,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 236,600.0,77.69,2442.0, USD ,46616.34,MXP,78.52,19.09,2442.0,1322.7,47109.0,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 36,100.0,60.7,318.0, USD ,6070.43,MXP,47.81,19.09,318.0,220.45,4781.34,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 36,5100.0,60.7,16218.0, USD ,309591.94,MXP,47.81,19.09,16218.0,11242.95,243848.34,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 126,25.0,70.63,92.5, USD ,1765.77,MXP,59.61,19.09,92.5,55.1125,1490.16,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 126,1875.0,70.63,6937.5, USD ,132432.75,MXP,59.61,19.09,6937.5,4133.4375,111761.63,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 133,2700.0,57.27,8100.0, USD ,154624.14,MXP,63.62,19.09,8100.0,5952.15,171775.34,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 140,3900.0,75.78,15483.0, USD ,295561.12,MXP,56.51,19.09,15483.0,8597.55,220392.91,Julio
7.0,25/07/19,Venta,EXT,30367,Cliente 139,Producto 140,1500.0,75.78,5955.0, USD ,113677.35,MXP,56.51,19.09,5955.0,3306.75,84766.5,Julio
7.0,25/07/19,Venta,NAC,30369,Cliente 16,Producto 219,13872.0,66.62,48413.28, USD ,924180.38,MXP,51.79,19.09,48413.28,30580.824,718414.25,Julio
7.0,25/07/19,Venta,NAC,30378,Cliente 118,Producto 126,250.0,319.2,79800.0, MXP ,79800.0,MXP,286.37,19.09,4180.33,551.125,71591.53,Julio
7.0,25/07/19,Venta,EXT,30368,Cliente 24,Producto 110,675.0,171.8,6075.0, USD ,115968.11,MXP,119.34,19.09,6075.0,1488.0375,80557.88,Julio
7.0,25/07/19,Venta,NAC,30384,Cliente 6,Producto 140,400.0,238.62,5000.0, USD ,95447.0,MXP,167.88,19.09,5000.0,881.8,67150.36,Julio
7.0,25/07/19,Venta,NAC,30382,Cliente 6,Producto 219,791.0,83.61,3464.58, USD ,66136.78,MXP,67.31,19.09,3464.58,1743.7595,53241.66,Julio
7.0,25/07/19,Venta,NAC,30386,Cliente 6,Producto 71,125.0,200.63,1313.75, USD ,25078.7,MXP,249.6,19.09,1313.75,275.5625,31199.5,Julio
7.0,25/07/19,Venta,NAC,30377,Cliente 118,Producto 118,150.0,210.76,31614.0, MXP ,31614.0,MXP,183.66,19.09,1656.1,330.675,27548.73,Julio
7.0,25/07/19,Venta,NAC,30375,Cliente 5,Producto 130,150.0,131.91,1036.5, USD ,19786.17,MXP,117.67,19.09,1036.5,330.675,17649.9,Julio
7.0,25/07/19,Venta,NAC,30374,Cliente 5,Producto 134,125.0,172.38,1128.75, USD ,21547.16,MXP,135.43,19.09,1128.75,275.5625,16929.18,Julio
7.0,25/07/19,Venta,NAC,30371,Cliente 132,Producto 102,150.0,224.87,1767.0, USD ,33730.97,MXP,167.89,19.09,1767.0,330.675,25183.88,Julio
7.0,25/07/19,Venta,NAC,30373,Cliente 5,Producto 134,125.0,172.38,1128.75, USD ,21547.16,MXP,135.43,19.09,1128.75,275.5625,16929.18,Julio
7.0,25/07/19,Venta,NAC,30363,Cliente 6,Producto 125,100.0,257.71,1350.0, USD ,25770.69,MXP,242.37,19.09,1350.0,220.45,24236.59,Julio
7.0,25/07/19,Venta,NAC,30380,Cliente 154,Producto 118,50.0,297.1,14855.0, MXP ,14855.0,MXP,230.64,19.09,778.18,110.225,11531.95,Julio
7.0,25/07/19,Venta,NAC,30370,Cliente 132,Producto 219,25.0,81.51,106.75, USD ,2037.79,MXP,46.63,19.09,106.75,55.1125,1165.63,Julio
7.0,25/07/19,Venta,NAC,30366,Cliente 66,Producto 112,50.0,378.92,992.5, USD ,18946.23,MXP,170.91,19.09,992.5,110.225,8545.45,Julio
7.0,25/07/19,Venta,NAC,30366,Cliente 66,Producto 133,100.0,234.61,1229.0, USD ,23460.87,MXP,172.31,19.09,1229.0,220.45,17230.84,Julio
7.0,25/07/19,Venta,NAC,30366,Cliente 66,Producto 102,100.0,201.97,1058.0, USD ,20196.59,MXP,109.55,19.09,1058.0,220.45,10954.53,Julio
7.0,25/07/19,Venta,NAC,30366,Cliente 66,Producto 107,275.0,155.96,2246.75, USD ,42889.11,MXP,86.29,19.09,2246.75,606.2375,23729.83,Julio
7.0,25/07/19,Venta,NAC,30366,Cliente 66,Producto 107,16.0,155.96,130.72, USD ,2495.37,MXP,86.29,19.09,130.72,35.272,1380.64,Julio
7.0,25/07/19,Venta,NAC,30381,Cliente 6,Producto 125,100.0,122.36,641.0, USD ,12236.31,MXP,90.86,19.09,641.0,220.45,9086.5,Julio
7.0,25/07/19,Venta,NAC,30383,Cliente 6,Producto 219,1130.0,83.61,4949.4, USD ,94481.11,MXP,67.31,19.09,4949.4,2491.085,76059.51,Julio
7.0,25/07/19,Venta,NAC,30372,Cliente 5,Producto 221,136.0,221.25,1576.24, USD ,30089.47,MXP,99.62,19.09,1576.24,299.812,13548.59,Julio
7.0,25/07/19,Venta,NAC,30376,Cliente 118,Producto 219,1500.0,54.63,81945.0, MXP ,81945.0,MXP,40.71,19.09,4292.7,3306.75,61068.9,Julio
7.0,25/07/19,Venta,NAC,30376,Cliente 118,Producto 54,50.0,85.85,4292.5, MXP ,4292.5,MXP,56.49,19.09,224.86,110.225,2824.35,Julio
7.0,25/07/19,Venta,NAC,30376,Cliente 118,Producto 149,40.0,111.37,4454.8, MXP ,4454.8,MXP,69.78,19.09,233.37,88.18,2791.3,Julio
7.0,25/07/19,Venta,NAC,30365,Cliente 6,Producto 163,0.0,331.2,9438.4, USD ,180173.41,MXP,189.3,19.09,9438.4,0.0,0.0,Julio
7.0,26/07/19,Venta,EXT,30400,Cliente 30,Producto 102,100.0,124.86,655.0, USD ,12485.81,MXP,62.67,19.06,655.0,220.45,6266.91,Julio
7.0,26/07/19,Venta,EXT,30400,Cliente 30,Producto 55,0.0,17117.95,898.0, USD ,17117.95,MXP,0.0,19.06,898.0,0.0,0.0,Julio
7.0,26/07/19,Venta,NAC,30391,Cliente 6,Producto 126,25.0,219.03,287.25, USD ,5475.65,MXP,255.65,19.06,287.25,55.1125,6391.21,Julio
7.0,26/07/19,Venta,NAC,30391,Cliente 6,Producto 40,50.0,221.12,580.0, USD ,11056.14,MXP,80.39,19.06,580.0,110.225,4019.55,Julio
7.0,26/07/19,Venta,NAC,30391,Cliente 6,Producto 67,25.0,265.35,348.0, USD ,6633.68,MXP,119.93,19.06,348.0,55.1125,2998.27,Julio
7.0,26/07/19,Venta,NAC,30389,Cliente 118,Producto 125,50.0,150.39,7519.5, MXP ,7519.5,MXP,129.83,19.06,394.47,110.225,6491.57,Julio
7.0,26/07/19,Venta,NAC,30402,Cliente 85,Producto 65,25.0,253.53,332.5, USD ,6338.22,MXP,68.92,19.06,332.5,55.1125,1723.0,Julio
7.0,26/07/19,Venta,NAC,30392,Cliente 6,Producto 23,25.0,229.7,301.25, USD ,5742.52,MXP,63.5,19.06,301.25,55.1125,1587.59,Julio
7.0,26/07/19,Venta,NAC,30392,Cliente 6,Producto 70,25.0,569.39,746.75, USD ,14234.77,MXP,231.6,19.06,746.75,55.1125,5790.06,Julio
7.0,26/07/19,Venta,NAC,30392,Cliente 6,Producto 184,25.0,325.97,427.5, USD ,8149.13,MXP,222.55,19.06,427.5,55.1125,5563.8,Julio
7.0,26/07/19,Venta,NAC,30397,Cliente 106,Producto 118,25.0,532.22,698.0, USD ,13305.49,MXP,328.57,19.06,698.0,55.1125,8214.2,Julio
7.0,26/07/19,Venta,NAC,30397,Cliente 106,Producto 110,50.0,134.2,352.0, USD ,6709.93,MXP,81.78,19.06,352.0,110.225,4088.9,Julio
7.0,26/07/19,Venta,NAC,30393,Cliente 6,Producto 159,50.0,269.35,706.5, USD ,13467.52,MXP,244.93,19.06,706.5,110.225,12246.55,Julio
7.0,26/07/19,Venta,NAC,30393,Cliente 6,Producto 137,50.0,218.07,572.0, USD ,10903.64,MXP,126.12,19.06,572.0,110.225,6306.04,Julio
7.0,26/07/19,Venta,NAC,30393,Cliente 6,Producto 134,150.0,117.23,922.5, USD ,17584.97,MXP,69.33,19.06,922.5,330.675,10399.89,Julio
7.0,26/07/19,Venta,NAC,30394,Cliente 6,Producto 22,25.0,229.51,301.0, USD ,5737.75,MXP,138.54,19.06,301.0,55.1125,3463.4,Julio
7.0,26/07/19,Venta,NAC,30394,Cliente 6,Producto 112,125.0,198.63,1302.5, USD ,24828.65,MXP,80.8,19.06,1302.5,275.5625,10099.65,Julio
7.0,26/07/19,Venta,NAC,30394,Cliente 6,Producto 233,50.0,246.67,647.0, USD ,12333.31,MXP,69.2,19.06,647.0,110.225,3459.78,Julio
7.0,26/07/19,Venta,NAC,30394,Cliente 6,Producto 78,25.0,166.03,217.75, USD ,4150.82,MXP,55.8,19.06,217.75,55.1125,1394.98,Julio
7.0,26/07/19,Venta,NAC,30401,Cliente 82,Producto 181,50.0,308.81,810.0, USD ,15440.47,MXP,190.1,19.06,810.0,110.225,9504.86,Julio
7.0,26/07/19,Venta,NAC,30398,Cliente 132,Producto 118,150.0,313.96,2470.5, USD ,47093.42,MXP,181.92,19.06,2470.5,330.675,27287.39,Julio
7.0,26/07/19,Venta,NAC,30399,Cliente 106,Producto 107,50.0,169.08,443.5, USD ,8454.13,MXP,81.01,19.06,443.5,110.225,4050.42,Julio
7.0,26/07/19,Venta,NAC,30388,Cliente 6,Producto 107,500.0,121.43,3185.0, USD ,60713.45,MXP,51.04,19.06,3185.0,1102.25,25519.55,Julio
7.0,26/07/19,Venta,NAC,30395,Cliente 6,Producto 158,25.0,252.19,330.75, USD ,6304.86,MXP,199.35,19.06,330.75,55.1125,4983.68,Julio
7.0,26/07/19,Venta,NAC,30390,Cliente 6,Producto 208,25.0,387.16,507.75, USD ,9678.88,MXP,116.06,19.06,507.75,55.1125,2901.52,Julio
7.0,26/07/19,Venta,NAC,30396,Cliente 6,Producto 140,100.0,238.28,1250.0, USD ,23827.88,MXP,167.88,19.06,1250.0,220.45,16787.59,Julio
7.0,26/07/19,Venta,NAC,30387,Cliente 63,Producto 117,50.0,75.0,3750.0, MXP ,3750.0,MXP,55.9,19.06,196.72,110.225,2794.95,Julio
7.0,29/07/19,Venta,NAC,30414,Cliente 6,Producto 172,226.0,234.85,2784.32, USD ,53075.54,MXP,195.75,19.06,2784.32,498.217,44239.41,Julio
7.0,29/07/19,Venta,NAC,30410,Cliente 127,Producto 18,4896.0,35.07,9008.64, USD ,171725.23,MXP,33.83,19.06,9008.63,10793.232,165636.09,Julio
7.0,29/07/19,Venta,NAC,30405,Cliente 6,Producto 112,1000.0,69.39,3640.0, USD ,69386.8,MXP,44.17,19.06,3640.0,2204.5,44170.7,Julio
7.0,29/07/19,Venta,NAC,30404,Cliente 6,Producto 5,300.0,145.45,2289.0, USD ,43633.59,MXP,114.62,19.06,2289.0,661.35,34386.93,Julio
7.0,29/07/19,Venta,NAC,30417,Cliente 105,Producto 202,119.0,345.98,2159.85, USD ,41171.7,MXP,327.74,19.06,2159.85,262.3355,39001.43,Julio
7.0,29/07/19,Venta,NAC,30416,Cliente 44,Producto 126,100.0,189.1,992.0, USD ,18909.8,MXP,125.13,19.06,992.0,220.45,12512.73,Julio
7.0,29/07/19,Venta,NAC,30409,Cliente 132,Producto 107,150.0,210.64,1657.5, USD ,31595.76,MXP,172.5,19.06,1657.5,330.675,25875.45,Julio
7.0,29/07/19,Venta,NAC,30408,Cliente 146,Producto 133,625.0,126.38,4143.75, USD ,78989.38,MXP,68.72,19.06,4143.75,1377.8125,42950.31,Julio
7.0,29/07/19,Venta,NAC,30407,Cliente 60,Producto 112,200.0,279.07,2928.0, USD ,55814.42,MXP,258.79,19.06,2928.0,440.9,51758.24,Julio
7.0,29/07/19,Venta,NAC,30412,Cliente 27,Producto 173,4000.0,67.67,14200.0, USD ,270684.81,MXP,59.7,19.06,14200.01,8818.0,238794.0,Julio
7.0,29/07/19,Venta,NAC,30412,Cliente 27,Producto 173,550.0,67.67,1952.5, USD ,37219.16,MXP,59.7,19.06,1952.5,1212.475,32834.18,Julio
7.0,29/07/19,Venta,NAC,30412,Cliente 27,Producto 173,450.0,67.67,1597.5, USD ,30452.04,MXP,59.7,19.06,1597.5,992.025,26864.33,Julio
7.0,29/07/19,Venta,NAC,30403,Cliente 6,Producto 189,300.0,178.61,2811.0, USD ,53584.14,MXP,142.21,19.06,2811.0,661.35,42663.15,Julio
7.0,29/07/19,Venta,NAC,30413,Cliente 6,Producto 163,408.0,330.73,7078.8, USD ,134938.2,MXP,189.3,19.06,7078.8,899.436,77233.83,Julio
7.0,29/07/19,Venta,NAC,30406,Cliente 152,Producto 102,100.0,169.46,889.0, USD ,16946.38,MXP,130.26,19.06,889.0,220.45,13025.89,Julio
7.0,29/07/19,Venta,NAC,30411,Cliente 6,Producto 90,100.0,329.97,1731.0, USD ,32996.84,MXP,213.82,19.06,1731.0,220.45,21381.73,Julio
7.0,29/07/19,Venta,NAC,30415,Cliente 92,Producto 174,363.0,117.23,2232.45, USD ,42555.62,MXP,78.8,19.06,2232.45,800.2335,28603.93,Julio
7.0,29/07/19,Venta,NAC,30415,Cliente 92,Producto 208,408.0,133.44,2856.0, USD ,54441.93,MXP,115.5,19.06,2856.0,899.436,47125.1,Julio
7.0,30/07/19,Venta,NAC,30430,Cliente 114,Producto 36,75.0,126.38,496.5, USD ,9478.19,MXP,99.43,19.06,497.22,165.3375,7457.35,Julio
7.0,30/07/19,Venta,NAC,30428,Cliente 125,Producto 143,25.0,114.92,2873.0, MXP ,2873.0,MXP,130.97,19.06,150.72,55.1125,3274.36,Julio
7.0,30/07/19,Venta,NAC,30424,Cliente 134,Producto 219,200.0,50.4,10080.0, MXP ,10080.0,MXP,40.71,19.06,528.79,440.9,8142.52,Julio
7.0,30/07/19,Venta,NAC,30418,Cliente 60,Producto 140,150.0,151.77,1192.5, USD ,22764.83,MXP,102.7,19.09,1192.5,330.675,15405.5,Julio
7.0,30/07/19,Venta,NAC,30421,Cliente 72,Producto 125,50.0,193.95,508.0, USD ,9697.72,MXP,155.47,19.09,508.0,110.225,7773.57,Julio
7.0,30/07/19,Venta,NAC,30420,Cliente 72,Producto 134,25.0,111.68,146.25, USD ,2791.91,MXP,80.87,19.09,146.25,55.1125,2021.74,Julio
7.0,30/07/19,Venta,NAC,30420,Cliente 72,Producto 134,23.0,111.68,134.55, USD ,2568.56,MXP,80.87,19.09,134.55,50.7035,1860.0,Julio
7.0,30/07/19,Venta,NAC,30423,Cliente 44,Producto 220,1000.0,75.02,3930.0, USD ,75023.7,MXP,53.34,19.09,3930.0,2204.5,53335.9,Julio
7.0,30/07/19,Venta,NAC,30425,Cliente 5,Producto 107,125.0,133.82,876.25, USD ,16727.61,MXP,74.45,19.09,876.25,275.5625,9305.66,Julio
7.0,30/07/19,Venta,NAC,30422,Cliente 72,Producto 125,25.0,193.95,254.0, USD ,4848.86,MXP,155.47,19.09,254.0,55.1125,3886.79,Julio
7.0,30/07/19,Venta,NAC,30422,Cliente 72,Producto 140,75.0,183.45,720.75, USD ,13759.12,MXP,117.07,19.09,720.75,165.3375,8780.23,Julio
7.0,30/07/19,Venta,NAC,30429,Cliente 85,Producto 80,200.0,206.94,2168.0, USD ,41387.12,MXP,56.32,19.09,2168.0,440.9,11263.24,Julio
7.0,30/07/19,Venta,NAC,30426,Cliente 106,Producto 107,50.0,187.65,491.5, USD ,9382.74,MXP,103.74,19.09,491.5,110.225,5187.16,Julio
7.0,30/07/19,Venta,NAC,30426,Cliente 106,Producto 140,75.0,365.76,1437.0, USD ,27432.33,MXP,252.16,19.09,1437.0,165.3375,18912.13,Julio
7.0,30/07/19,Venta,NAC,30426,Cliente 106,Producto 126,50.0,284.25,744.5, USD ,14212.51,MXP,171.95,19.09,744.5,110.225,8597.38,Julio
7.0,30/07/19,Venta,NAC,30426,Cliente 106,Producto 133,100.0,216.86,1136.0, USD ,21686.24,MXP,86.61,19.09,1136.0,220.45,8661.33,Julio
7.0,30/07/19,Venta,NAC,30426,Cliente 106,Producto 133,25.0,220.68,289.0, USD ,5517.01,MXP,140.15,19.09,289.0,55.1125,3503.69,Julio
7.0,30/07/19,Venta,NAC,30427,Cliente 80,Producto 116,25.0,215.72,282.5, USD ,5392.93,MXP,139.57,19.09,282.5,55.1125,3489.16,Julio
7.0,30/07/19,Venta,NAC,30431,Cliente 8,Producto 127,50.0,172.0,450.5, USD ,8600.05,MXP,126.77,19.09,450.5,110.225,6338.38,Julio
7.0,30/07/19,Venta,NAC,30419,Cliente 12,Producto 220,200.0,95.07,996.0, USD ,19013.64,MXP,53.34,19.09,996.0,440.9,10667.18,Julio
7.0,31/07/19,Venta,EXT,30432,Cliente 30,Producto 125,75.0,362.71,1425.0, USD ,27203.25,MXP,154.0,19.09,1425.0,165.3375,11549.86,Julio
7.0,31/07/19,Venta,EXT,30432,Cliente 30,Producto 102,125.0,125.04,818.75, USD ,15629.94,MXP,62.67,19.09,818.75,275.5625,7833.64,Julio
7.0,31/07/19,Venta,EXT,30432,Cliente 30,Producto 114,100.0,135.54,710.0, USD ,13553.9,MXP,0.0,19.09,710.0,220.45,0.0,Julio
7.0,31/07/19,Venta,EXT,30432,Cliente 30,Producto 143,100.0,187.08,980.0, USD ,18708.2,MXP,0.0,19.09,980.0,220.45,0.0,Julio
7.0,31/07/19,Venta,NAC,30434,Cliente 47,Producto 125,75.0,156.0,11700.0, MXP ,11700.0,MXP,136.32,19.09,612.89,165.3375,10223.63,Julio
7.0,31/07/19,Venta,NAC,30433,Cliente 122,Producto 107,50.0,113.39,297.0, USD ,5669.73,MXP,80.33,19.09,297.0,110.225,4016.42,Julio
7.0,31/07/19,Cancelacion,NAC,1783,Cliente 6,Producto 5,800.0,145.54,6104.0, USD ,116432.0,MXP,114.62,19.07,6104.0,-1763.6,-91698.48,Julio
8.0,08/01/2019,Venta,NAC,30445,Cliente 91,Producto 26,150.0,162.74,24411.0, MXP ,24411.0,MXP,131.88,18.99,1285.27,330.675,19782.69,Agosto
8.0,08/01/2019,Venta,NAC,30445,Cliente 91,Producto 153,20.0,73.32,1466.4, MXP ,1466.4,MXP,99.77,18.99,77.21,44.09,1995.32,Agosto
8.0,08/01/2019,Venta,NAC,30445,Cliente 91,Producto 48,20.0,89.39,1787.8, MXP ,1787.8,MXP,95.74,18.99,94.13,44.09,1914.83,Agosto
8.0,08/01/2019,Venta,NAC,30445,Cliente 91,Producto 49,20.0,89.43,1788.6, MXP ,1788.6,MXP,93.83,18.99,94.17,44.09,1876.63,Agosto
8.0,08/01/2019,Venta,NAC,30448,Cliente 6,Producto 5,600.0,144.92,4578.0, USD ,86949.48,MXP,114.62,18.99,4578.0,1322.7,68773.86,Agosto
8.0,08/01/2019,Venta,NAC,30448,Cliente 6,Producto 5,600.0,144.92,4578.0, USD ,86949.48,MXP,114.62,18.99,4578.0,1322.7,68773.86,Agosto
8.0,08/01/2019,Venta,NAC,30436,Cliente 86,Producto 140,900.0,170.18,8064.0, USD ,153158.77,MXP,215.95,18.99,8064.0,1984.05,194356.17,Agosto
8.0,08/01/2019,Venta,NAC,30446,Cliente 6,Producto 53,25.0,77.49,102.0, USD ,1937.28,MXP,65.24,18.99,102.0,55.1125,1631.1,Agosto
8.0,08/01/2019,Venta,NAC,30446,Cliente 6,Producto 53,25.0,77.49,102.0, USD ,1937.28,MXP,65.24,18.99,102.0,55.1125,1631.1,Agosto
8.0,08/01/2019,Venta,NAC,30446,Cliente 6,Producto 53,225.0,77.49,918.0, USD ,17435.48,MXP,65.24,18.99,918.0,496.0125,14679.88,Agosto
8.0,08/01/2019,Venta,NAC,30446,Cliente 6,Producto 53,225.0,77.49,918.0, USD ,17435.48,MXP,65.24,18.99,918.0,496.0125,14679.88,Agosto
8.0,08/01/2019,Venta,NAC,30444,Cliente 37,Producto 102,500.0,237.22,6245.0, USD ,118610.65,MXP,154.32,18.99,6245.0,1102.25,77159.35,Agosto
8.0,08/01/2019,Venta,NAC,30453,Cliente 118,Producto 168,100.0,121.23,12123.0, MXP ,12123.0,MXP,59.46,18.99,638.29,220.45,5945.91,Agosto
8.0,08/01/2019,Venta,NAC,30450,Cliente 118,Producto 125,450.0,413.7,186165.0, MXP ,186165.0,MXP,223.93,18.99,9801.82,992.025,100768.95,Agosto
8.0,08/01/2019,Venta,NAC,30455,Cliente 154,Producto 107,50.0,119.78,5989.0, MXP ,5989.0,MXP,71.73,18.99,315.33,110.225,3586.58,Agosto
8.0,08/01/2019,Venta,NAC,30447,Cliente 6,Producto 219,1695.0,83.19,7424.1, USD ,141005.19,MXP,67.31,18.99,7424.1,3736.6274,114089.26,Agosto
8.0,08/01/2019,Venta,NAC,30452,Cliente 118,Producto 126,150.0,319.2,47880.0, MXP ,47880.0,MXP,286.37,18.99,2520.94,330.675,42954.92,Agosto
8.0,08/01/2019,Venta,NAC,30440,Cliente 31,Producto 237,300.0,223.74,3534.0, USD ,67120.92,MXP,190.89,18.99,3534.0,661.35,57266.97,Agosto
8.0,08/01/2019,Venta,NAC,30439,Cliente 31,Producto 125,150.0,129.15,1020.0, USD ,19372.76,MXP,114.96,18.99,1020.0,330.675,17244.63,Agosto
8.0,08/01/2019,Venta,NAC,30435,Cliente 6,Producto 170,1017.0,357.08,19038.24, USD ,363148.72,MXP,253.36,19.07,19038.24,2241.9766,257664.78,Agosto
8.0,08/01/2019,Venta,NAC,30437,Cliente 133,Producto 219,6000.0,67.8,21420.0, USD ,406828.19,MXP,52.04,18.99,21420.01,13227.0,312234.0,Agosto
8.0,08/01/2019,Venta,NAC,30442,Cliente 43,Producto 220,200.0,72.17,760.0, USD ,14434.6,MXP,53.34,18.99,760.0,440.9,10667.18,Agosto
8.0,08/01/2019,Venta,NAC,30443,Cliente 90,Producto 107,175.0,145.87,1344.0, USD ,25526.46,MXP,103.97,18.99,1344.0,385.7875,18194.91,Agosto
8.0,08/01/2019,Venta,NAC,30441,Cliente 31,Producto 117,2000.0,79.39,8360.0, USD ,158780.59,MXP,55.9,18.99,8360.0,4409.0,111798.0,Agosto
8.0,08/01/2019,Venta,NAC,30456,Cliente 5,Producto 107,900.0,177.58,8415.0, USD ,159825.23,MXP,111.12,18.99,8415.0,1984.05,100004.67,Agosto
8.0,08/01/2019,Venta,NAC,30457,Cliente 5,Producto 134,150.0,171.51,1354.5, USD ,25725.89,MXP,135.43,18.99,1354.5,330.675,20315.01,Agosto
8.0,08/01/2019,Venta,NAC,30457,Cliente 5,Producto 134,300.0,171.51,2709.0, USD ,51451.77,MXP,135.43,18.99,2709.0,661.35,40630.02,Agosto
8.0,08/01/2019,Venta,NAC,30458,Cliente 126,Producto 107,50.0,215.19,566.5, USD ,10759.48,MXP,118.46,18.99,566.5,110.225,5922.97,Agosto
8.0,08/01/2019,Venta,NAC,30438,Cliente 26,Producto 173,2000.0,72.74,7660.0, USD ,145485.59,MXP,59.7,18.99,7660.0,4409.0,119397.0,Agosto
8.0,08/01/2019,Venta,NAC,30449,Cliente 110,Producto 130,125.0,160.93,20116.25, MXP ,20116.25,MXP,98.59,18.99,1059.15,275.5625,12324.14,Agosto
8.0,08/01/2019,Venta,NAC,30451,Cliente 118,Producto 219,1000.0,54.63,54630.0, MXP ,54630.0,MXP,40.71,18.99,2876.34,2204.5,40712.6,Agosto
8.0,08/01/2019,Venta,NAC,30459,Cliente 118,Producto 149,60.0,111.37,6682.2, MXP ,6682.2,MXP,69.78,18.99,351.83,132.27,4186.96,Agosto
8.0,08/01/2019,Venta,NAC,30451,Cliente 118,Producto 54,100.0,85.85,8585.0, MXP ,8585.0,MXP,56.49,18.99,452.01,220.45,5648.69,Agosto
8.0,08/01/2019,Venta,NAC,30454,Cliente 108,Producto 131,725.0,53.18,2030.0, USD ,38555.57,MXP,34.14,18.99,2030.0,1598.2625,24754.91,Agosto
8.0,08/01/2019,Venta,NAC,30454,Cliente 108,Producto 131,875.0,53.18,2450.0, USD ,46532.59,MXP,34.14,18.99,2450.0,1928.9375,29876.61,Agosto
8.0,08/01/2019,Venta,NAC,30454,Cliente 108,Producto 131,400.0,53.18,1120.0, USD ,21272.04,MXP,34.14,18.99,1120.0,881.8,13657.88,Agosto
8.0,08/02/2019,Venta,NAC,30461,Cliente 91,Producto 107,150.0,272.0,40800.0, MXP ,40800.0,MXP,76.48,19.16,2129.14,330.675,11471.66,Agosto
8.0,08/02/2019,Venta,NAC,30460,Cliente 25,Producto 107,150.0,115.1,909.0, USD ,17264.55,MXP,68.18,19.16,900.95,330.675,10226.85,Agosto
8.0,08/02/2019,Venta,NAC,30460,Cliente 25,Producto 133,400.0,123.64,2604.0, USD ,49457.52,MXP,67.75,19.16,2580.93,881.8,27098.68,Agosto
