MONTH,Fecha de la,Ty,Clase,Invoice#, Cliente , Nombre del producto , KG , Precio uni / Venta , Foreign Amount , CurFrm , Revenue , SalesDiv , CurTo , Std RMCost , Std MfgCost , Exchange , SO Std. Cost , T.C. , Dollars , Lbs , COST PESOS , Mes ,,
6,06/12/2019,Venta,NAC,29776,Cliente 88,Producto 223,75,96.9496, 380.25 , USD ," 7,271.22 ",MWH,MXP, 58.95 , 2.36 , 19.1222 ,61.3059, 19.12 , 380.25 ,165.3375," 4,597.94 ",Junio,,
6,06/12/2019,Venta,NAC,29770,Cliente 103,Producto 127,150,44.3635, 348.00 , USD ," 6,654.53 ",MBK,MXP, 32.69 , 1.31 , 19.1222 ,33.9944, 19.12 , 348.00 ,330.6750," 5,099.16 ",Junio,,
6,06/12/2019,Venta,NAC,29769,Cliente 103,Producto 107,300,115.3069," 1,809.00 ", USD ," 34,592.07 ",MCO,MXP, 70.82 , 18.66 , 19.1222 ,89.4799, 19.12 ," 1,809.00 ",661.3500," 26,843.97 ",Junio,,
6,06/12/2019,Venta,NAC,29768,Cliente 2,Producto 118,,448.798," 2,347.00 ", USD ," 44,879.80 ",MCO,MXP, 183.85 , 17.92 , 19.1222 ,201.773, 19.12 ," 2,347.00 ",0.0000, -   ,Junio,,
6,06/12/2019,Venta,NAC,29767,Cliente 2,Producto 118,,448.798," 1,173.50 ", USD ," 22,439.90 ",MCO,MXP, 183.85 , 17.92 , 19.1222 ,201.773, 19.12 ," 1,173.50 ",0.0000, -   ,Junio,,
6,06/12/2019,Venta,NAC,29766,Cliente 56,Producto 133,,270.16," 54,032.00 ", MXP ," 54,032.00 ",MCO,MXP, 84.72 , 26.79 , 19.1222 ,111.5105, 19.12 ," 2,825.62 ",0.0000, -   ,Junio,,
6,06/12/2019,Venta,NAC,29766,Cliente 56,Producto 126,,157.92," 31,584.00 ", MXP ," 31,584.00 ",MCO,MXP, 78.85 , 50.15 , 19.1222 ,129.0004, 19.12 ," 1,651.69 ",0.0000, -   ,Junio,,
6,06/12/2019,Venta,NAC,29765,Cliente 56,Producto 133,,270.16," 54,032.00 ", MXP ," 54,032.00 ",MCO,MXP, 84.72 , 26.79 , 19.1222 ,111.5105, 19.12 ," 2,825.62 ",0.0000, -   ,Junio,,
6,06/12/2019,Venta,NAC,29764,Cliente 56,Producto 133,,257.3," 51,460.00 ", MXP ," 51,460.00 ",MCO,MXP, 84.72 , 26.79 , 19.1222 ,111.5105, 19.12 ," 2,691.11 ",0.0000, -   ,Junio,,
6,13/06/19,Venta,NAC,29788,Cliente 6,Producto 179,50,373.5796, 976.00 , USD ," 18,678.98 ",MCO,MXP, 139.30 , 21.75 , 19.1383 ,161.0528, 19.14 , 976.00 ,110.2250," 8,052.64 ",Junio,,
6,13/06/19,Venta,NAC,29785,Cliente 6,Producto 112,100,178.369, 932.00 , USD ," 17,836.90 ",MCO,MXP, 50.55 , 30.24 , 19.1383 ,80.7972, 19.14 , 932.00 ,220.4500," 8,079.72 ",Junio,,
6,13/06/19,Venta,NAC,29789,Cliente 6,Producto 126,150,219.8991," 1,723.50 ", USD ," 32,984.87 ",MCO,MXP, 230.31 , 25.34 , 19.1383 ,255.6484, 19.14 ," 1,723.50 ",330.6750," 38,347.26 ",Junio,,
6,13/06/19,Venta,NAC,29790,Cliente 6,Producto 126,25,258.1757, 337.25 , USD ," 6,454.39 ",MCO,MXP, 230.31 , 25.34 , 19.1383 ,255.6484, 19.14 , 337.25 ,55.1125," 6,391.21 ",Junio,,
6,13/06/19,Venta,NAC,29791,Cliente 6,Producto 118,25,260.4723, 340.25 , USD ," 6,511.81 ",MCO,MXP, 114.01 , 28.80 , 19.1383 ,142.8036, 19.14 , 340.25 ,55.1125," 3,570.09 ",Junio,,
6,13/06/19,Venta,NAC,29791,Cliente 6,Producto 134,125,114.447, 747.50 , USD ," 14,305.88 ",MCO,MXP, 51.66 , 17.67 , 19.1383 ,69.3326, 19.14 , 747.50 ,275.5625," 8,666.58 ",Junio,,
6,13/06/19,Venta,NAC,29791,Cliente 6,Producto 140,50,132.2457, 345.50 , USD ," 6,612.29 ",MCO,MXP, 92.81 , 18.94 , 19.1383 ,111.7522, 19.14 , 345.50 ,110.2250," 5,587.61 ",Junio,,
6,13/06/19,Venta,NAC,29784,Cliente 66,Producto 107,50,196.5503, 513.50 , USD ," 9,827.52 ",MCO,MXP, 65.50 , 34.02 , 19.1383 ,99.5214, 19.14 , 513.50 ,110.2250," 4,976.07 ",Junio,,
6,13/06/19,Venta,NAC,29784,Cliente 66,Producto 107,50,196.5503, 513.50 , USD ," 9,827.52 ",MCO,MXP, 65.50 , 34.02 , 19.1383 ,99.5214, 19.14 , 513.50 ,110.2250," 4,976.07 ",Junio,,
6,13/06/19,Venta,NAC,29784,Cliente 66,Producto 140,50,246.1185, 643.00 , USD ," 12,305.93 ",MCO,MXP, 229.30 , 30.90 , 19.1383 ,260.2007, 19.14 , 643.00 ,110.2250," 13,010.04 ",Junio,,
6,13/06/19,Venta,NAC,29784,Cliente 66,Producto 112,50,417.0236," 1,089.50 ", USD ," 20,851.18 ",MCO,MXP, 113.28 , 38.34 , 19.1383 ,151.6191, 19.14 ," 1,089.50 ",110.2250," 7,580.96 ",Junio,,
6,13/06/19,Venta,NAC,29784,Cliente 66,Producto 112,50,417.0236," 1,089.50 ", USD ," 20,851.18 ",MCO,MXP, 113.28 , 38.34 , 19.1383 ,151.6191, 19.14 ," 1,089.50 ",110.2250," 7,580.96 ",Junio,,
6,13/06/19,Venta,NAC,29782,Cliente 4,Producto 107,400,183.7277," 3,840.00 ", USD ," 73,491.08 ",MCO,MXP, 95.88 , 58.29 , 19.1383 ,154.1686, 19.14 ," 3,840.00 ",881.8000," 61,667.44 ",Junio,,
6,13/06/19,Venta,NAC,29792,Cliente 6,Producto 140,125,74.8308, 488.75 , USD ," 9,353.85 ",MCO,MXP, 92.81 , 18.94 , 19.1383 ,111.7522, 19.14 , 488.75 ,275.5625," 13,969.03 ",Junio,,
6,13/06/19,Venta,NAC,29792,Cliente 6,Producto 31,25,217.0283, 283.50 , USD ," 5,425.71 ",MCO,MXP, 61.02 , 45.51 , 19.1383 ,106.5302, 19.14 , 283.50 ,55.1125," 2,663.26 ",Junio,,
6,13/06/19,Venta,NAC,29792,Cliente 6,Producto 158,50,253.1997, 661.50 , USD ," 12,659.99 ",MCO,MXP, 150.48 , 48.87 , 19.1383 ,199.3472, 19.14 , 661.50 ,110.2250," 9,967.36 ",Junio,,
6,13/06/19,Venta,NAC,29793,Cliente 6,Producto 144,75,228.3199, 894.75 , USD ," 17,123.99 ",MCO,MXP, 159.15 , 33.65 , 19.1383 ,192.7988, 19.14 , 894.75 ,165.3375," 14,459.91 ",Junio,,
6,13/06/19,Venta,NAC,29793,Cliente 6,Producto 118,75,212.6265, 833.25 , USD ," 15,946.99 ",MCO,MXP, 114.01 , 28.80 , 19.1383 ,142.8036, 19.14 , 833.25 ,165.3375," 10,710.27 ",Junio,,
6,13/06/19,Venta,NAC,29793,Cliente 6,Producto 233,100,209.373," 1,094.00 ", USD ," 20,937.30 ",MCO,MXP, 53.77 , 15.42 , 19.1383 ,69.1956, 19.14 ," 1,094.00 ",220.4500," 6,919.56 ",Junio,,
6,13/06/19,Venta,NAC,29794,Cliente 6,Producto 78,25,170.5223, 222.75 , USD ," 4,263.06 ",MCO,MXP, 35.99 , 19.81 , 19.1383 ,55.7992, 19.14 , 222.75 ,55.1125," 1,394.98 ",Junio,,
6,13/06/19,Venta,NAC,29786,Cliente 6,Producto 53,600,78.0843," 2,448.00 ", USD ," 46,850.58 ",MCO,MXP, 51.29 , 13.96 , 19.1383 ,65.2439, 19.14 ," 2,448.00 ","1,322.7000"," 39,146.34 ",Junio,,
6,13/06/19,Venta,NAC,29786,Cliente 6,Producto 53,250,78.0843," 1,020.00 ", USD ," 19,521.08 ",MCO,MXP, 51.29 , 13.96 , 19.1383 ,65.2439, 19.14 ," 1,020.00 ",551.1250," 16,310.98 ",Junio,,
6,13/06/19,Venta,NAC,29786,Cliente 6,Producto 140,475,239.2288," 5,937.50 ", USD ," 113,633.68 ",MCO,MXP, 151.47 , 16.40 , 19.1383 ,167.8759, 19.14 ," 5,937.50 ","1,047.1375"," 79,741.05 ",Junio,,
6,13/06/19,Venta,NAC,29786,Cliente 6,Producto 140,25,239.2288, 312.50 , USD ," 5,980.72 ",MCO,MXP, 151.47 , 16.40 , 19.1383 ,167.8759, 19.14 , 312.50 ,55.1125," 4,196.90 ",Junio,,
6,13/06/19,Venta,NAC,29795,Cliente 6,Producto 222,400,124.399," 2,600.00 ", USD ," 49,759.60 ",MWH,MXP, 59.49 , 2.38 , 19.1383 ,61.8644, 19.14 ," 2,600.00 ",881.8000," 24,745.76 ",Junio,,
6,13/06/19,Venta,NAC,29783,Cliente 66,Producto 140,50,246.1185, 643.00 , USD ," 12,305.93 ",MCO,MXP, 229.30 , 30.90 , 19.1383 ,260.2007, 19.14 , 643.00 ,110.2250," 13,010.04 ",Junio,,
6,13/06/19,Venta,NAC,29783,Cliente 66,Producto 107,50,196.5503, 513.50 , USD ," 9,827.52 ",MCO,MXP, 65.50 , 34.02 , 19.1383 ,99.5214, 19.14 , 513.50 ,110.2250," 4,976.07 ",Junio,,
6,13/06/19,Venta,NAC,29787,Cliente 6,Producto 127,200,43.4439, 454.00 , USD ," 8,688.78 ",MBK,MXP, 32.69 , 1.31 , 19.1383 ,33.9944, 19.14 , 454.00 ,440.9000," 6,798.88 ",Junio,,
6,13/06/19,Venta,NAC,29796,Cliente 6,Producto 141,100,181.6225, 949.00 , USD ," 18,162.25 ",MCO,MXP, 189.51 , 27.47 , 19.1383 ,216.9877, 19.14 , 949.00 ,220.4500," 21,698.77 ",Junio,,
6,13/06/19,Venta,NAC,29797,Cliente 6,Producto 70,50,523.8153," 1,368.50 ", USD ," 26,190.77 ",MCO,MXP, 197.14 , 34.47 , 19.1383 ,231.6023, 19.14 ," 1,368.50 ",110.2250," 11,580.12 ",Junio,,
6,14/06/19,Venta,NAC,29798,Cliente 60,Producto 58,20350,91.0314," 96,662.50 ", USD ," 1,852,488.99 ",MCO,MXP, 68.45 , 19.61 , 19.1645 ,88.056, 19.16 ," 96,662.53 ","44,861.5750"," 1,791,939.60 ",Junio,,
6,14/06/19,Venta,NAC,29799,Cliente 4,Producto 133,150,104.2549, 816.00 , USD ," 15,638.24 ",MCO,MXP, 56.57 , 12.15 , 19.1645 ,68.7205, 19.16 , 816.00 ,330.6750," 10,308.08 ",Junio,,
6,14/06/19,Venta,NAC,29799,Cliente 4,Producto 133,75,104.2549, 408.00 , USD ," 7,819.12 ",MCO,MXP, 56.57 , 12.15 , 19.1645 ,68.7205, 19.16 , 408.00 ,165.3375," 5,154.04 ",Junio,,
6,14/06/19,Venta,NAC,29799,Cliente 4,Producto 133,250,104.2549," 1,360.00 ", USD ," 26,063.73 ",MCO,MXP, 56.57 , 12.15 , 19.1645 ,68.7205, 19.16 ," 1,360.00 ",551.1250," 17,180.13 ",Junio,,
6,14/06/19,Venta,NAC,29807,Cliente 118,Producto 168,100,121.23," 12,123.00 ", MXP ," 12,123.00 ",MCO,MXP, 42.89 , 16.57 , 19.1645 ,59.4591, 19.16 , 632.58 ,220.4500," 5,945.91 ",Junio,,
6,14/06/19,Venta,NAC,29802,Cliente 130,Producto 140,25,173.01," 4,325.25 ", MXP ," 4,325.25 ",MCO,MXP, 129.75 , 19.58 , 19.1645 ,149.3333, 19.16 , 225.69 ,55.1125," 3,733.33 ",Junio,,
6,14/06/19,Venta,NAC,29801,Cliente 130,Producto 117,300,74.28," 22,284.00 ", MXP ," 22,284.00 ",MAD,MXP, 53.75 , 2.15 , 19.1645 ,55.899, 19.16 ," 1,162.77 ",661.3500," 16,769.70 ",Junio,,
6,14/06/19,Venta,NAC,29801,Cliente 130,Producto 117,300,74.28," 22,284.00 ", MXP ," 22,284.00 ",MAD,MXP, 53.75 , 2.15 , 19.1645 ,55.899, 19.16 ," 1,162.77 ",661.3500," 16,769.70 ",Junio,,
6,14/06/19,Venta,NAC,29814,Cliente 66,Producto 107,75,160.2152, 627.00 , USD ," 12,016.14 ",MCO,MXP, 62.60 , 24.70 , 19.1645 ,87.3043, 19.16 , 627.00 ,165.3375," 6,547.82 ",Junio,,
6,14/06/19,Venta,NAC,29814,Cliente 66,Producto 107,21,160.2152, 175.56 , USD ," 3,364.52 ",MCO,MXP, 62.60 , 24.70 , 19.1645 ,87.3043, 19.16 , 175.56 ,46.2945," 1,833.39 ",Junio,,
6,14/06/19,Venta,NAC,29811,Cliente 66,Producto 107,200,156.574," 1,634.00 ", USD ," 31,314.80 ",MCO,MXP, 60.43 , 25.86 , 19.1645 ,86.2903, 19.16 ," 1,634.00 ",440.9000," 17,258.06 ",Junio,,
6,14/06/19,Venta,NAC,29814,Cliente 66,Producto 133,200,193.7531," 2,022.00 ", USD ," 38,750.62 ",MCO,MXP, 85.64 , 15.68 , 19.1645 ,101.3142, 19.16 ," 2,022.00 ",440.9000," 20,262.84 ",Junio,,
6,14/06/19,Venta,NAC,29810,Cliente 126,Producto 102,25,104.6382, 136.50 , USD ," 2,615.96 ",MCO,MXP, 52.14 , 36.88 , 19.1645 ,89.0123, 19.16 , 136.50 ,55.1125," 2,225.31 ",Junio,,
6,14/06/19,Venta,NAC,29810,Cliente 126,Producto 107,75,90.6481, 354.75 , USD ," 6,798.61 ",MCO,MXP, 45.07 , 25.03 , 19.1645 ,70.0994, 19.16 , 354.75 ,165.3375," 5,257.46 ",Junio,,
6,14/06/19,Venta,NAC,29808,Cliente 118,Producto 127,50,214.83," 10,741.50 ", MXP ," 10,741.50 ",MCO,MXP, 48.75 , 30.75 , 19.1645 ,79.5042, 19.16 , 560.49 ,110.2250," 3,975.21 ",Junio,,
6,14/06/19,Venta,NAC,29808,Cliente 118,Producto 140,25,137.42," 3,435.50 ", MXP ," 3,435.50 ",MCO,MXP, 72.69 , 59.76 , 19.1645 ,132.4538, 19.16 , 179.26 ,55.1125," 3,311.35 ",Junio,,
6,14/06/19,Venta,NAC,29808,Cliente 118,Producto 107,25,119.83," 2,995.75 ", MXP ," 2,995.75 ",MCO,MXP, 54.52 , 57.22 , 19.1645 ,111.74, 19.16 , 156.32 ,55.1125," 2,793.50 ",Junio,,
6,14/06/19,Venta,NAC,29809,Cliente 118,Producto 140,25,137.42," 3,435.50 ", MXP ," 3,435.50 ",MCO,MXP, 72.69 , 59.76 , 19.1645 ,132.4538, 19.16 , 179.26 ,55.1125," 3,311.35 ",Junio,,
6,14/06/19,Venta,NAC,29800,Cliente 4,Producto 107,275,183.9792," 2,640.00 ", USD ," 50,594.28 ",MCO,MXP, 95.88 , 58.29 , 19.1645 ,154.1686, 19.16 ," 2,640.00 ",606.2375," 42,396.37 ",Junio,,
6,14/06/19,Venta,NAC,29800,Cliente 4,Producto 107,21,183.9792, 201.60 , USD ," 3,863.56 ",MCO,MXP, 95.88 , 58.29 , 19.1645 ,154.1686, 19.16 , 201.60 ,46.2945," 3,237.54 ",Junio,,
6,14/06/19,Venta,NAC,29803,Cliente 6,Producto 235,50,425.0686," 1,109.00 ", USD ," 21,253.43 ",MCO,MXP, 188.16 , 39.21 , 19.1645 ,227.3666, 19.16 ," 1,109.00 ",110.2250," 11,368.33 ",Junio,,
6,14/06/19,Venta,NAC,29805,Cliente 6,Producto 141,350,162.7066," 2,971.50 ", USD ," 56,947.31 ",MCO,MXP, 189.51 , 27.47 , 19.1645 ,216.9877, 19.16 ," 2,971.50 ",771.5750," 75,945.70 ",Junio,,
6,14/06/19,Venta,NAC,29804,Cliente 6,Producto 235,25,472.9799, 617.00 , USD ," 11,824.50 ",MCO,MXP, 188.16 , 39.21 , 19.1645 ,227.3666, 19.16 , 617.00 ,55.1125," 5,684.17 ",Junio,,
6,14/06/19,Venta,NAC,29812,Cliente 118,Producto 133,75,149.8," 11,235.00 ", MXP ," 11,235.00 ",MCO,MXP, 49.67 , 43.13 , 19.1645 ,92.7965, 19.16 , 586.24 ,165.3375," 6,959.74 ",Junio,,
6,14/06/19,Venta,NAC,29806,Cliente 118,Producto 219,800,54.63," 43,704.00 ", MXP ," 43,704.00 ",MWH,MXP, 39.15 , 1.57 , 19.1645 ,40.7126, 19.16 ," 2,280.47 ","1,763.6000"," 32,570.08 ",Junio,,
6,14/06/19,Venta,NAC,29806,Cliente 118,Producto 149,200,111.37," 22,274.00 ", MXP ," 22,274.00 ",MAD,MXP, 67.10 , 2.68 , 19.1645 ,69.7826, 19.16 ," 1,162.25 ",440.9000," 13,956.52 ",Junio,,
6,14/06/19,Venta,NAC,29806,Cliente 118,Producto 149,160,111.37," 17,819.20 ", MXP ," 17,819.20 ",MAD,MXP, 67.10 , 2.68 , 19.1645 ,69.7826, 19.16 , 929.80 ,352.7200," 11,165.22 ",Junio,,
6,14/06/19,Venta,NAC,29813,Cliente 156,Producto 220,400,77.6162," 1,620.00 ", USD ," 31,046.48 ",MWH,MXP, 51.28 , 2.05 , 19.1645 ,53.3359, 19.16 ," 1,620.00 ",881.8000," 21,334.36 ",Junio,,
6,17/06/19,Venta,NAC,29821,Cliente 132,Producto 174,50,110.105, 287.50 , USD ," 5,505.25 ",MAD,MXP, 75.77 , 3.03 , 19.1487 ,78.7987, 19.15 , 287.50 ,110.2250," 3,939.94 ",Junio,,
6,17/06/19,Venta,NAC,29828,Cliente 91,Producto 127,100,88.96," 8,896.00 ", MXP ," 8,896.00 ",MBK,MXP, 37.14 , 1.49 , 19.1487 ,38.6256, 19.15 , 464.57 ,220.4500," 3,862.56 ",Junio,,
6,17/06/19,Venta,NAC,29824,Cliente 86,Producto 63,100,147.445, 770.00 , USD ," 14,744.50 ",MCO,MXP, 54.24 , 17.46 , 19.1487 ,71.7013, 19.15 , 770.00 ,220.4500," 7,170.13 ",Junio,,
6,17/06/19,Venta,NAC,29824,Cliente 86,Producto 63,400,147.445," 3,080.00 ", USD ," 58,978.00 ",MCO,MXP, 54.24 , 17.46 , 19.1487 ,71.7013, 19.15 ," 3,080.00 ",881.8000," 28,680.52 ",Junio,,
6,17/06/19,Venta,NAC,29815,Cliente 60,Producto 162,200,529.0786," 5,526.00 ", USD ," 105,815.72 ",MCO,MXP, 360.55 , 35.39 , 19.1487 ,395.9394, 19.15 ," 5,526.00 ",440.9000," 79,187.88 ",Junio,,
6,17/06/19,Venta,NAC,29823,Cliente 132,Producto 118,100,315.3791," 1,647.00 ", USD ," 31,537.91 ",MCO,MXP, 152.25 , 29.66 , 19.1487 ,181.9159, 19.15 ," 1,647.00 ",220.4500," 18,191.59 ",Junio,,
6,17/06/19,Venta,NAC,29823,Cliente 132,Producto 102,100,225.5717," 1,178.00 ", USD ," 22,557.17 ",MCO,MXP, 144.56 , 23.33 , 19.1487 ,167.8925, 19.15 ," 1,178.00 ",220.4500," 16,789.25 ",Junio,,
6,17/06/19,Venta,NAC,29816,Cliente 72,Producto 130,250,131.7431," 1,720.00 ", USD ," 32,935.78 ",MCO,MXP, 63.53 , 30.53 , 19.1487 ,94.0602, 19.15 ," 1,720.00 ",551.1250," 23,515.05 ",Junio,,
6,17/06/19,Venta,NAC,29816,Cliente 72,Producto 118,250,188.6147," 2,462.50 ", USD ," 47,153.68 ",MCO,MXP, 131.17 , 27.73 , 19.1487 ,158.9071, 19.15 ," 2,462.50 ",551.1250," 39,726.78 ",Junio,,
6,17/06/19,Venta,NAC,29816,Cliente 72,Producto 140,25,184.019, 240.25 , USD ," 4,600.48 ",MCO,MXP, 72.70 , 44.37 , 19.1487 ,117.0697, 19.15 , 240.25 ,55.1125," 2,926.74 ",Junio,,
6,17/06/19,Venta,NAC,29816,Cliente 72,Producto 140,50,168.5086, 440.00 , USD ," 8,425.43 ",MCO,MXP, 104.32 , 38.99 , 19.1487 ,143.3123, 19.15 , 440.00 ,110.2250," 7,165.62 ",Junio,,
6,17/06/19,Venta,NAC,29816,Cliente 72,Producto 134,100,112.0199, 585.00 , USD ," 11,201.99 ",MCO,MXP, 51.83 , 29.04 , 19.1487 ,80.8695, 19.15 , 585.00 ,220.4500," 8,086.95 ",Junio,,
6,17/06/19,Venta,NAC,29818,Cliente 72,Producto 142,200,135.7643," 1,418.00 ", USD ," 27,152.86 ",MCO,MXP, 97.20 , 28.76 , 19.1487 ,125.9583, 19.15 ," 1,418.00 ",440.9000," 25,191.66 ",Junio,,
6,17/06/19,Venta,NAC,29816,Cliente 72,Producto 107,300,86.5521," 1,356.00 ", USD ," 25,965.63 ",MCO,MXP, 53.64 , 24.05 , 19.1487 ,77.6822, 19.15 ," 1,356.00 ",661.3500," 23,304.66 ",Junio,,
6,17/06/19,Venta,NAC,29822,Cliente 8,Producto 107,500,130.5941," 3,410.00 ", USD ," 65,297.05 ",MCO,MXP, 37.34 , 23.29 , 19.1487 ,60.6312, 19.15 ," 3,410.00 ","1,102.2500"," 30,315.60 ",Junio,,
6,17/06/19,Venta,NAC,29822,Cliente 8,Producto 134,300,170.0405," 2,664.00 ", USD ," 51,012.15 ",MCO,MXP, 84.58 , 12.37 , 19.1487 ,96.9452, 19.15 ," 2,664.00 ",661.3500," 29,083.56 ",Junio,,
6,17/06/19,Venta,NAC,29822,Cliente 8,Producto 107,500,272.2945," 7,110.00 ", USD ," 136,147.25 ",MCO,MXP, 197.30 , 55.82 , 19.1487 ,253.1194, 19.15 ," 7,110.00 ","1,102.2500"," 126,559.70 ",Junio,,
6,17/06/19,Venta,NAC,29822,Cliente 8,Producto 126,100,427.399," 2,232.00 ", USD ," 42,739.90 ",MCO,MXP, 203.90 , 28.06 , 19.1487 ,231.9663, 19.15 ," 2,232.00 ",220.4500," 23,196.63 ",Junio,,
6,17/06/19,Venta,NAC,29819,Cliente 72,Producto 107,50,89.9989, 235.00 , USD ," 4,499.95 ",MCO,MXP, 37.83 , 37.26 , 19.1487 ,75.0897, 19.15 , 235.00 ,110.2250," 3,754.49 ",Junio,,
6,17/06/19,Venta,NAC,29820,Cliente 32,Producto 219,300,67.0205," 1,050.00 ", USD ," 20,106.15 ",MWH,MXP, 39.15 , 1.57 , 19.1487 ,40.7126, 19.15 ," 1,050.00 ",661.3500," 12,213.78 ",Junio,,
6,17/06/19,Venta,NAC,29820,Cliente 32,Producto 133,500,127.5303," 3,330.00 ", USD ," 63,765.15 ",MCO,MXP, 65.68 , 20.94 , 19.1487 ,86.6133, 19.15 ," 3,330.00 ","1,102.2500"," 43,306.65 ",Junio,,
6,17/06/19,Venta,NAC,29817,Cliente 66,Producto 107,50,249.3161, 651.00 , USD ," 12,465.81 ",MCO,MXP, 94.07 , 32.35 , 19.1487 ,126.4151, 19.15 , 651.00 ,110.2250," 6,320.76 ",Junio,,
6,17/06/19,Venta,NAC,29825,Cliente 19,Producto 219,,153.1896, 600.00 , USD ," 11,489.22 ",MWH,MXP, 50.04 , 2.00 , 19.1487 ,0, 19.15 , 600.00 ,0.0000, -   ,Junio,,
6,17/06/19,Venta,NAC,29826,Cliente 156,Producto 124,,265.2095," 2,770.00 ", USD ," 53,041.90 ",MCO,MXP, 184.98 , 21.59 , 19.1487 ,0, 19.15 ," 2,770.00 ",0.0000, -   ,Junio,,
6,17/06/19,Venta,NAC,29827,Cliente 156,Producto 220,,77.5522," 1,620.00 ", USD ," 31,020.88 ",MWH,MXP, 51.28 , 2.05 , 19.1487 ,0, 19.15 ," 1,620.00 ",0.0000, -   ,Junio,,
6,18/06/19,Venta,NAC,29829,Cliente 6,Producto 172,226,235.912," 2,784.32 ", USD ," 53,316.11 ",MCO,MXP, 189.13 , 6.62 , 19.1487 ,195.7496, 19.15 ," 2,784.32 ",498.2170," 44,239.41 ",Junio,,
6,18/06/19,Venta,NAC,29830,Cliente 6,Producto 170,226,358.4637," 4,230.72 ", USD ," 81,012.80 ",MCO,MXP, 244.79 , 8.57 , 19.1487 ,253.3577, 19.15 ," 4,230.72 ",498.2170," 57,258.84 ",Junio,,
6,18/06/19,Venta,NAC,29839,Cliente 6,Producto 163,408,332.2299," 7,078.80 ", USD ," 135,549.80 ",MCO,MXP, 182.02 , 7.28 , 19.1487 ,189.2986, 19.15 ," 7,078.80 ",899.4360," 77,233.83 ",Junio,,
6,18/06/19,Venta,NAC,29839,Cliente 6,Producto 163,408,332.2299," 7,078.80 ", USD ," 135,549.80 ",MCO,MXP, 182.02 , 7.28 , 19.1487 ,189.2986, 19.15 ," 7,078.80 ",899.4360," 77,233.83 ",Junio,,
6,18/06/19,Venta,NAC,29841,Cliente 31,Producto 117,2000,80.0416," 8,360.00 ", USD ," 160,083.20 ",MAD,MXP, 53.75 , 2.15 , 19.1487 ,55.899, 19.15 ," 8,360.00 ","4,409.0000"," 111,798.00 ",Junio,,
6,18/06/19,Venta,NAC,29836,Cliente 6,Producto 133,225,211.7846," 2,488.50 ", USD ," 47,651.54 ",MCO,MXP, 140.02 , 25.77 , 19.1487 ,165.7936, 19.15 ," 2,488.50 ",496.0125," 37,303.56 ",Junio,,
6,18/06/19,Venta,NAC,29832,Cliente 6,Producto 213,25,204.1251, 266.50 , USD ," 5,103.13 ",MCO,MXP, 60.83 , 57.13 , 19.1487 ,117.9607, 19.15 , 266.50 ,55.1125," 2,949.02 ",Junio,,
6,18/06/19,Venta,NAC,29845,Cliente 106,Producto 110,25,172.1468, 224.75 , USD ," 4,303.67 ",MCO,MXP, 41.28 , 49.07 , 19.1487 ,90.3476, 19.15 , 224.75 ,55.1125," 2,258.69 ",Junio,,
6,18/06/19,Venta,NAC,29845,Cliente 106,Producto 133,75,217.5292, 852.00 , USD ," 16,314.69 ",MCO,MXP, 65.68 , 20.94 , 19.1487 ,86.6133, 19.15 , 852.00 ,165.3375," 6,496.00 ",Junio,,
6,18/06/19,Venta,NAC,29844,Cliente 8,Producto 107,200,272.2945," 2,844.00 ", USD ," 54,458.90 ",MCO,MXP, 197.30 , 55.82 , 19.1487 ,253.1194, 19.15 ," 2,844.00 ",440.9000," 50,623.88 ",Junio,,
6,18/06/19,Venta,NAC,29833,Cliente 6,Producto 140,250,74.8714, 977.50 , USD ," 18,717.85 ",MCO,MXP, 92.81 , 18.94 , 19.1487 ,111.7522, 19.15 , 977.50 ,551.1250," 27,938.05 ",Junio,,
6,18/06/19,Venta,NAC,29834,Cliente 6,Producto 134,250,97.4669," 1,272.50 ", USD ," 24,366.73 ",MCO,MXP, 51.66 , 17.67 , 19.1487 ,69.3326, 19.15 ," 1,272.50 ",551.1250," 17,333.15 ",Junio,,
6,18/06/19,Venta,NAC,29834,Cliente 6,Producto 134,75,97.4669, 381.75 , USD ," 7,310.02 ",MCO,MXP, 51.66 , 17.67 , 19.1487 ,69.3326, 19.15 , 381.75 ,165.3375," 5,199.95 ",Junio,,
6,18/06/19,Venta,NAC,29834,Cliente 6,Producto 126,150,202.2103," 1,584.00 ", USD ," 30,331.55 ",MCO,MXP, 230.31 , 25.34 , 19.1487 ,255.6484, 19.15 ," 1,584.00 ",330.6750," 38,347.26 ",Junio,,
6,18/06/19,Venta,NAC,29834,Cliente 6,Producto 233,50,189.3806, 494.50 , USD ," 9,469.03 ",MCO,MXP, 53.77 , 15.42 , 19.1487 ,69.1956, 19.15 , 494.50 ,110.2250," 3,459.78 ",Junio,,
6,18/06/19,Venta,NAC,29838,Cliente 6,Producto 125,225,258.5075," 3,037.50 ", USD ," 58,164.19 ",MCO,MXP, 202.83 , 39.54 , 19.1487 ,242.3659, 19.15 ," 3,037.50 ",496.0125," 54,532.33 ",Junio,,
6,18/06/19,Venta,NAC,29835,Cliente 6,Producto 159,50,215.4229, 562.50 , USD ," 10,771.15 ",MCO,MXP, 216.70 , 28.23 , 19.1487 ,244.931, 19.15 , 562.50 ,110.2250," 12,246.55 ",Junio,,
