MONTH,Fecha de la,Ty,Clase,Invoice#, Cliente , Nombre del producto , KG , Precio uni / Venta , Foreign Amount , CurFrm , Revenue , SalesDiv , CurTo , Std RMCost , Std MfgCost , Exchange , SO Std. Cost , T.C. , Dollars , Lbs , COST PESOS , Mes ,,
2,13/02/19,Venta,NAC,28393,Cliente 6,Producto 25,50,315.2731, 818.50 , USD ," 15,763.66 ",MCO,MXP, 198.28 , 35.61 , 19.2592 ,233.886, 19.26 , 818.50 ,110.2250," 11,694.30 ",Febrero,,
2,13/02/19,Venta,NAC,28395,Cliente 6,Producto 141,75,224.5623, 874.50 , USD ," 16,842.17 ",MCO,MXP, 189.51 , 23.82 , 19.2592 ,213.3362, 19.26 , 874.50 ,165.3375," 16,000.22 ",Febrero,,
2,13/02/19,Venta,NAC,28376,Cliente 12,Producto 107,100,156.1921, 811.00 , USD ," 15,619.21 ",MCO,MXP, 62.56 , 22.67 , 19.2592 ,85.236, 19.26 , 811.00 ,220.4500," 8,523.60 ",Febrero,,
2,13/02/19,Venta,NAC,28382,Cliente 29,Producto 111,250,72.6072, 942.50 , USD ," 18,151.80 ",MBK,MXP, 56.91 , 2.28 , 19.2592 ,59.182, 19.26 , 942.50 ,551.1250," 14,795.50 ",Febrero,,
2,13/02/19,Venta,NAC,28381,Cliente 92,Producto 208,224,134.8144," 1,568.00 ", USD ," 30,198.43 ",MAD,MXP, 111.60 , 3.91 , 19.2592 ,115.5027, 19.26 ," 1,568.00 ",493.8080," 25,872.60 ",Febrero,,
2,13/02/19,Venta,NAC,28379,Cliente 124,Producto 93,25,559.0946, 725.75 , USD ," 13,977.37 ",MCO,MXP, 181.23 , 6.34 , 19.2592 ,187.5721, 19.26 , 725.75 ,55.1125," 4,689.30 ",Febrero,,
2,13/02/19,Venta,NAC,28387,Cliente 34,Producto 105,,91.6738, 595.00 , USD ," 11,459.23 ",MAD,MXP, 67.05 , 2.68 , 19.2592 ,69.7274, 19.26 , 595.00 ,0.0000, -   ,Febrero,,
2,13/02/19,Venta,NAC,28388,Cliente 127,Producto 18,,36.2073," 2,045.44 ", USD ," 39,393.54 ",MBK,MXP, 32.69 , 1.14 , 19.2592 ,0, 19.26 ," 2,045.44 ",0.0000, -   ,Febrero,,
2,13/02/19,Venta,NAC,28388,Cliente 127,Producto 18,,36.2073," 3,008.00 ", USD ," 57,931.68 ",MBK,MXP, 32.69 , 1.14 , 19.2592 ,0, 19.26 ," 3,008.00 ",0.0000, -   ,Febrero,,
2,13/02/19,Venta,NAC,28388,Cliente 127,Producto 18,,36.2073," 1,005.80 ", USD ," 19,370.91 ",MBK,MXP, 32.69 , 1.14 , 19.2592 ,0, 19.26 ," 1,005.80 ",0.0000, -   ,Febrero,,
2,14/02/19,Venta,NAC,28407,Cliente 31,Producto 117,2000,81.1271," 8,360.00 ", USD ," 162,254.20 ",MAD,MXP, 53.75 , 2.15 , 19.4084 ,55.899, 19.41 ," 8,360.00 ","4,409.0000"," 111,798.00 ",Febrero,,
2,14/02/19,Venta,NAC,28397,Cliente 101,Producto 131,1625,44.2512," 3,705.00 ", USD ," 71,908.20 ",MBK,MXP, 32.99 , 1.15 , 19.4084 ,34.1447, 19.41 ," 3,705.00 ","3,582.3125"," 55,485.14 ",Febrero,,
2,14/02/19,Venta,NAC,28397,Cliente 101,Producto 131,2750,44.2512," 6,270.00 ", USD ," 121,690.80 ",MBK,MXP, 32.99 , 1.15 , 19.4084 ,34.1447, 19.41 ," 6,270.01 ","6,062.3750"," 93,897.93 ",Febrero,,
2,14/02/19,Venta,NAC,28398,Cliente 101,Producto 131,20625,44.2512," 47,025.00 ", USD ," 912,681.00 ",MBK,MXP, 32.99 , 1.15 , 19.4084 ,34.1447, 19.41 ," 47,025.05 ","45,467.8125"," 704,234.44 ",Febrero,,
2,14/02/19,Venta,NAC,28402,Cliente 85,Producto 83,1500,104.8054," 8,100.00 ", USD ," 157,208.10 ",MCO,MXP, 37.01 , 13.30 , 19.4084 ,50.3076, 19.41 ," 8,100.00 ","3,306.7500"," 75,461.40 ",Febrero,,
2,14/02/19,Venta,NAC,28402,Cliente 85,Producto 82,475,118.0031," 2,888.00 ", USD ," 56,051.47 ",MCO,MXP, 42.57 , 18.71 , 19.4084 ,61.2808, 19.41 ," 2,888.00 ","1,047.1375"," 29,108.38 ",Febrero,,
2,14/02/19,Venta,NAC,28402,Cliente 85,Producto 82,21,118.0031, 127.68 , USD ," 2,478.07 ",MCO,MXP, 42.57 , 18.71 , 19.4084 ,61.2808, 19.41 , 127.68 ,46.2945," 1,286.90 ",Febrero,,
2,14/02/19,Venta,NAC,28402,Cliente 85,Producto 234,500,108.493," 2,795.00 ", USD ," 54,246.50 ",MWH,MXP, 54.13 , 14.83 , 19.4084 ,68.9629, 19.41 ," 2,795.00 ","1,102.2500"," 34,481.45 ",Febrero,,
2,14/02/19,Venta,NAC,28402,Cliente 85,Producto 234,500,108.493," 2,795.00 ", USD ," 54,246.50 ",MWH,MXP, 54.13 , 14.83 , 19.4084 ,68.9629, 19.41 ," 2,795.00 ","1,102.2500"," 34,481.45 ",Febrero,,
2,14/02/19,Venta,NAC,28405,Cliente 5,Producto 134,150,175.2579," 1,354.50 ", USD ," 26,288.69 ",MCO,MXP, 102.41 , 28.02 , 19.4084 ,130.4268, 19.41 ," 1,354.50 ",330.6750," 19,564.02 ",Febrero,,
2,14/02/19,Venta,NAC,28405,Cliente 5,Producto 134,100,175.2579, 903.00 , USD ," 17,525.79 ",MCO,MXP, 102.41 , 28.02 , 19.4084 ,130.4268, 19.41 , 903.00 ,220.4500," 13,042.68 ",Febrero,,
2,14/02/19,Venta,NAC,28401,Cliente 14,Producto 219,6528,62.1069," 20,889.60 ", USD ," 405,433.84 ",MWH,MXP, 50.04 , 1.75 , 19.4084 ,51.7888, 19.41 ," 20,889.61 ","14,390.9760"," 338,077.29 ",Febrero,,
2,14/02/19,Venta,NAC,28403,Cliente 148,Producto 107,300,127.125," 1,965.00 ", USD ," 38,137.50 ",MCO,MXP, 39.18 , 39.35 , 19.4084 ,78.5329, 19.41 ," 1,965.00 ",661.3500," 23,559.87 ",Febrero,,
2,14/02/19,Venta,NAC,28412,Cliente 91,Producto 107,25,102.84," 2,571.00 ", MXP ," 2,571.00 ",MCO,MXP, 52.58 , 32.88 ,,85.4513, 19.41 , 132.47 ,55.1125," 2,136.28 ",Febrero,,
2,14/02/19,Venta,NAC,28411,Cliente 91,Producto 127,125,88.96," 11,120.00 ", MXP ," 11,120.00 ",MBK,MXP, 37.14 , 1.49 ,,38.6256, 19.41 , 572.95 ,275.5625," 4,828.20 ",Febrero,,
2,14/02/19,Venta,NAC,28399,Cliente 132,Producto 219,50,82.8739, 213.50 , USD ," 4,143.70 ",MWH,MXP, 44.83 , 1.79 , 19.4084 ,46.6253, 19.41 , 213.50 ,110.2250," 2,331.27 ",Febrero,,
2,14/02/19,Venta,NAC,28408,Cliente 6,Producto 5,500,148.0861," 3,815.00 ", USD ," 74,043.05 ",MCO,MXP, 97.51 , 16.60 , 19.4084 ,114.1115, 19.41 ," 3,815.00 ","1,102.2500"," 57,055.75 ",Febrero,,
2,14/02/19,Venta,NAC,28409,Cliente 6,Producto 5,500,148.0861," 3,815.00 ", USD ," 74,043.05 ",MCO,MXP, 97.51 , 16.60 , 19.4084 ,114.1115, 19.41 ," 3,815.00 ","1,102.2500"," 57,055.75 ",Febrero,,
2,14/02/19,Venta,NAC,28400,Cliente 69,Producto 131,1000,52.7908," 2,720.00 ", USD ," 52,790.80 ",MBK,MXP, 32.99 , 1.15 , 19.4084 ,34.1447, 19.41 ," 2,720.00 ","2,204.5000"," 34,144.70 ",Febrero,,
2,14/02/19,Venta,NAC,28404,Cliente 5,Producto 221,136,224.9434," 1,576.24 ", USD ," 30,592.30 ",MWH,MXP, 95.79 , 3.83 , 19.4084 ,99.622, 19.41 ," 1,576.24 ",299.8120," 13,548.59 ",Febrero,,
2,14/02/19,Venta,NAC,28410,Cliente 6,Producto 219,1808,85.0088," 7,919.04 ", USD ," 153,695.91 ",MWH,MXP, 64.72 , 2.59 , 19.4084 ,67.3093, 19.41 ," 7,919.04 ","3,985.7360"," 121,695.21 ",Febrero,,
2,14/02/19,Venta,NAC,28406,Cliente 6,Producto 127,300,113.7332," 1,758.00 ", USD ," 34,119.96 ",MCO,MXP, 54.64 , 27.09 , 19.4084 ,81.7255, 19.41 ," 1,758.00 ",661.3500," 24,517.65 ",Febrero,,
2,15/02/19,Venta,NAC,28415,Cliente 6,Producto 13,910,193.9561," 9,118.20 ", USD ," 176,500.05 ",MAD,MXP, 190.45 , 6.67 , 19.3569 ,197.1115, 19.36 ," 9,118.20 ","2,006.0950"," 179,371.47 ",Febrero,,
2,15/02/19,Venta,NAC,28413,Cliente 127,Producto 18,4896,36.391," 9,204.48 ", USD ," 178,170.34 ",MBK,MXP, 32.69 , 1.14 , 19.3569 ,33.8309, 19.36 ," 9,204.49 ","10,793.2320"," 165,636.09 ",Febrero,,
2,15/02/19,Venta,NAC,28416,Cliente 10,Producto 219,10344,80.3311," 42,927.60 ", USD ," 830,944.90 ",MWH,MXP, 57.73 , 2.31 , 19.3569 ,60.037, 19.36 ," 42,927.58 ","22,803.3480"," 621,022.73 ",Febrero,,
2,15/02/19,Venta,NAC,28425,Cliente 89,Producto 36,100,196.4725," 1,015.00 ", USD ," 19,647.25 ",MCO,MXP, 82.13 , 17.93 , 19.3569 ,100.0622, 19.36 ," 1,015.00 ",220.4500," 10,006.22 ",Febrero,,
2,15/02/19,Venta,NAC,28414,Cliente 12,Producto 109,25,352.2956, 455.00 , USD ," 8,807.39 ",MCO,MXP, 246.08 , 32.28 , 19.3569 ,278.3634, 19.36 , 455.00 ,55.1125," 6,959.09 ",Febrero,,
2,15/02/19,Venta,NAC,28417,Cliente 6,Producto 235,75,393.9129," 1,526.25 ", USD ," 29,543.47 ",MCO,MXP, 188.16 , 33.32 , 19.3569 ,221.4774, 19.36 ," 1,526.25 ",165.3375," 16,610.81 ",Febrero,,
2,15/02/19,Venta,NAC,28417,Cliente 6,Producto 233,175,193.569," 1,750.00 ", USD ," 33,874.58 ",MCO,MXP, 53.77 , 17.59 , 19.3569 ,71.3675, 19.36 ," 1,750.00 ",385.7875," 12,489.31 ",Febrero,,
2,15/02/19,Venta,NAC,28417,Cliente 6,Producto 233,25,193.569, 250.00 , USD ," 4,839.23 ",MCO,MXP, 53.77 , 17.59 , 19.3569 ,71.3675, 19.36 , 250.00 ,55.1125," 1,784.19 ",Febrero,,
2,15/02/19,Venta,NAC,28422,Cliente 6,Producto 23,100,146.1446, 755.00 , USD ," 14,614.46 ",MCO,MXP, 35.23 , 23.56 , 19.3569 ,58.7858, 19.36 , 755.00 ,220.4500," 5,878.58 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 140,250,79.3633," 1,025.00 ", USD ," 19,840.83 ",MCO,MXP, 92.81 , 21.46 , 19.3569 ,114.273, 19.36 ," 1,025.00 ",551.1250," 28,568.25 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 140,25,79.3633, 102.50 , USD ," 1,984.08 ",MCO,MXP, 92.81 , 21.46 , 19.3569 ,114.273, 19.36 , 102.50 ,55.1125," 2,856.83 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 137,75,224.9272, 871.50 , USD ," 16,869.54 ",MCO,MXP, 81.85 , 45.97 , 19.3569 ,127.8235, 19.36 , 871.50 ,165.3375," 9,586.76 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 42,25,216.2166, 279.25 , USD ," 5,405.42 ",MCO,MXP, 56.88 , 38.98 , 19.3569 ,95.8591, 19.36 , 279.25 ,55.1125," 2,396.48 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 126,25,224.1529, 289.50 , USD ," 5,603.82 ",MCO,MXP, 230.31 , 28.04 , 19.3569 ,258.3525, 19.36 , 289.50 ,55.1125," 6,458.81 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 126,150,224.1529," 1,737.00 ", USD ," 33,622.94 ",MCO,MXP, 230.31 , 28.04 , 19.3569 ,258.3525, 19.36 ," 1,737.00 ",330.6750," 38,752.88 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 158,25,307.9683, 397.75 , USD ," 7,699.21 ",MCO,MXP, 150.46 , 41.14 , 19.3569 ,191.6048, 19.36 , 397.75 ,55.1125," 4,790.12 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 67,50,224.9272, 581.00 , USD ," 11,246.36 ",MCO,MXP, 79.76 , 33.18 , 19.3569 ,112.9376, 19.36 , 581.00 ,110.2250," 5,646.88 ",Febrero,,
2,15/02/19,Venta,NAC,28420,Cliente 6,Producto 66,25,430.4975, 556.00 , USD ," 10,762.44 ",MCO,MXP, 146.34 , 65.81 , 19.3569 ,212.1426, 19.36 , 556.00 ,55.1125," 5,303.57 ",Febrero,,
2,15/02/19,Venta,NAC,28423,Cliente 6,Producto 144,50,234.2185, 605.00 , USD ," 11,710.93 ",MCO,MXP, 159.15 , 29.22 , 19.3569 ,188.3661, 19.36 , 605.00 ,110.2250," 9,418.31 ",Febrero,,
2,15/02/19,Venta,NAC,28423,Cliente 6,Producto 212,25,195.6983, 252.75 , USD ," 4,892.46 ",MCO,MXP, 44.72 , 143.49 , 19.3569 ,188.2167, 19.36 , 252.75 ,55.1125," 4,705.42 ",Febrero,,
2,15/02/19,Venta,NAC,28423,Cliente 6,Producto 118,75,218.3458, 846.00 , USD ," 16,375.94 ",MCO,MXP, 111.22 , 31.61 , 19.3569 ,142.8299, 19.36 , 846.00 ,165.3375," 10,712.24 ",Febrero,,
2,15/02/19,Venta,NAC,28423,Cliente 6,Producto 43,25,405.7206, 524.00 , USD ," 10,143.02 ",MCO,MXP, 192.57 , 37.08 , 19.3569 ,229.6492, 19.36 , 524.00 ,55.1125," 5,741.23 ",Febrero,,
2,15/02/19,Venta,NAC,28423,Cliente 6,Producto 213,25,209.0545, 270.00 , USD ," 5,226.36 ",MCO,MXP, 61.58 , 47.53 , 19.3569 ,109.1111, 19.36 , 270.00 ,55.1125," 2,727.78 ",Febrero,,
2,15/02/19,Venta,NAC,28421,Cliente 6,Producto 212,25,195.6983, 252.75 , USD ," 4,892.46 ",MCO,MXP, 44.72 , 143.49 , 19.3569 ,188.2167, 19.36 , 252.75 ,55.1125," 4,705.42 ",Febrero,,
2,15/02/19,Venta,NAC,28421,Cliente 6,Producto 140,50,79.3633, 205.00 , USD ," 3,968.17 ",MCO,MXP, 92.81 , 21.46 , 19.3569 ,114.273, 19.36 , 205.00 ,110.2250," 5,713.65 ",Febrero,,
2,15/02/19,Venta,NAC,28421,Cliente 6,Producto 140,75,79.3633, 307.50 , USD ," 5,952.25 ",MCO,MXP, 92.81 , 21.46 , 19.3569 ,114.273, 19.36 , 307.50 ,165.3375," 8,570.48 ",Febrero,,
2,15/02/19,Venta,NAC,28421,Cliente 6,Producto 160,200,118.4642," 1,224.00 ", USD ," 23,692.84 ",MCO,MXP, 54.01 , 17.39 , 19.3569 ,71.404, 19.36 ," 1,224.00 ",440.9000," 14,280.80 ",Febrero,,
2,15/02/19,Venta,NAC,28419,Cliente 6,Producto 31,25,222.0236, 286.75 , USD ," 5,550.59 ",MCO,MXP, 63.69 , 38.08 , 19.3569 ,101.773, 19.36 , 286.75 ,55.1125," 2,544.33 ",Febrero,,
2,15/02/19,Venta,NAC,28418,Cliente 6,Producto 30,25,169.9536, 219.50 , USD ," 4,248.84 ",MCO,MXP, 51.38 , 30.39 , 19.3569 ,81.7716, 19.36 , 219.50 ,55.1125," 2,044.29 ",Febrero,,
2,15/02/19,Venta,NAC,28424,Cliente 89,Producto 36,,196.4725," 1,522.50 ", USD ," 29,470.88 ",MCO,MXP, 82.13 , 17.93 , 19.3569 ,100.0622, 19.36 ," 1,522.50 ",0.0000, -   ,Febrero,,
2,18/02/19,Venta,NAC,28443,Cliente 13,Producto 100,225,90.2293," 1,048.50 ", USD ," 20,301.59 ",MAD,MXP, 48.45 , 1.70 , 19.3625 ,50.1458, 19.36 ," 1,048.50 ",496.0125," 11,282.81 ",Febrero,,
2,18/02/19,Venta,NAC,28443,Cliente 13,Producto 100,6000,90.2293," 27,960.00 ", USD ," 541,375.80 ",MAD,MXP, 48.45 , 1.70 , 19.3625 ,50.1458, 19.36 ," 27,960.02 ","13,227.0000"," 300,874.80 ",Febrero,,
2,18/02/19,Venta,NAC,28443,Cliente 13,Producto 100,5775,90.2293," 26,911.50 ", USD ," 521,074.21 ",MAD,MXP, 48.45 , 1.70 , 19.3625 ,50.1458, 19.36 ," 26,911.52 ","12,730.9875"," 289,592.00 ",Febrero,,
2,18/02/19,Venta,NAC,28444,Cliente 13,Producto 92,6034,81.5161," 25,403.14 ", USD ," 491,868.15 ",MWH,MXP, 63.93 , 2.24 , 19.3625 ,66.1656, 19.36 ," 25,403.13 ","13,301.9530"," 399,243.23 ",Febrero,,
2,18/02/19,Venta,NAC,28444,Cliente 13,Producto 92,1724,81.5161," 7,258.04 ", USD ," 140,533.76 ",MWH,MXP, 63.93 , 2.24 , 19.3625 ,66.1656, 19.36 ," 7,258.04 ","3,800.5580"," 114,069.49 ",Febrero,,
2,18/02/19,Venta,NAC,28444,Cliente 13,Producto 92,474,81.5161," 1,995.54 ", USD ," 38,638.63 ",MWH,MXP, 63.93 , 2.24 , 19.3625 ,66.1656, 19.36 ," 1,995.54 ","1,044.9330"," 31,362.49 ",Febrero,,
2,18/02/19,Venta,NAC,28444,Cliente 13,Producto 92,135,81.5161, 568.35 , USD ," 11,004.67 ",MWH,MXP, 63.93 , 2.24 , 19.3625 ,66.1656, 19.36 , 568.35 ,297.6075," 8,932.36 ",Febrero,,
2,18/02/19,Venta,NAC,28444,Cliente 13,Producto 92,668,81.5161," 2,812.28 ", USD ," 54,452.75 ",MWH,MXP, 63.93 , 2.24 , 19.3625 ,66.1656, 19.36 ," 2,812.28 ","1,472.6060"," 44,198.62 ",Febrero,,
2,18/02/19,Venta,NAC,28429,Cliente 6,Producto 134,25,172.3263, 222.50 , USD ," 4,308.16 ",MCO,MXP, 97.53 , 16.62 , 19.3625 ,114.1527, 19.36 , 222.50 ,55.1125," 2,853.82 ",Febrero,,
2,18/02/19,Venta,NAC,28431,Cliente 6,Producto 110,300,125.8563," 1,950.00 ", USD ," 37,756.89 ",MCO,MXP, 97.82 , 23.62 , 19.3625 ,121.4441, 19.36 ," 1,950.00 ",661.3500," 36,433.23 ",Febrero,,
2,18/02/19,Venta,NAC,28430,Cliente 6,Producto 107,125,166.9048," 1,077.50 ", USD ," 20,863.10 ",MCO,MXP, 102.12 , 26.22 , 19.3625 ,128.3327, 19.36 ," 1,077.50 ",275.5625," 16,041.59 ",Febrero,,
2,18/02/19,Venta,NAC,28438,Cliente 118,Producto 168,250,121.23," 30,307.50 ", MXP ," 30,307.50 ",MCO,MXP, 41.72 , 16.05 ,,57.7673, 19.36 ," 1,565.27 ",551.1250," 14,441.83 ",Febrero,,
2,18/02/19,Venta,NAC,28438,Cliente 118,Producto 168,100,121.23," 12,123.00 ", MXP ," 12,123.00 ",MCO,MXP, 41.72 , 16.05 ,,57.7673, 19.36 , 626.11 ,220.4500," 5,776.73 ",Febrero,,
2,18/02/19,Venta,NAC,28435,Cliente 6,Producto 163,952,335.9394," 16,517.20 ", USD ," 319,814.31 ",MCO,MXP, 182.02 , 7.28 , 19.3625 ,189.2986, 19.36 ," 16,517.20 ","2,098.6840"," 180,212.27 ",Febrero,,
2,18/02/19,Venta,NAC,28441,Cliente 118,Producto 126,25,319.2," 7,980.00 ", MXP ," 7,980.00 ",MCO,MXP, 234.15 , 40.19 ,,274.3415, 19.36 , 412.14 ,55.1125," 6,858.54 ",Febrero,,
2,18/02/19,Venta,NAC,28437,Cliente 132,Producto 118,150,318.9004," 2,470.50 ", USD ," 47,835.06 ",MCO,MXP, 152.25 , 25.17 , 19.3625 ,177.4191, 19.36 ," 2,470.50 ",330.6750," 26,612.87 ",Febrero,,
2,18/02/19,Venta,NAC,28437,Cliente 132,Producto 102,150,228.0903," 1,767.00 ", USD ," 34,213.55 ",MCO,MXP, 144.55 , 26.32 , 19.3625 ,170.8769, 19.36 ," 1,767.00 ",330.6750," 25,631.54 ",Febrero,,
2,18/02/19,Venta,NAC,28437,Cliente 132,Producto 107,75,213.9556, 828.75 , USD ," 16,046.67 ",MCO,MXP, 126.28 , 40.71 , 19.3625 ,166.9861, 19.36 , 828.75 ,165.3375," 12,523.96 ",Febrero,,
2,18/02/19,Venta,NAC,28437,Cliente 132,Producto 127,60,151.802, 470.40 , USD ," 9,108.12 ",MBK,MXP, 102.89 , 4.12 , 19.3625 ,107.0079, 19.36 , 470.40 ,132.2700," 6,420.47 ",Febrero,,
2,18/02/19,Venta,NAC,28436,Cliente 148,Producto 126,300,236.2225," 3,660.00 ", USD ," 70,866.75 ",MCO,MXP," 3,017.59 ", 143.99 , 19.3625 ,3161.5836, 19.36 ," 3,660.00 ",661.3500," 948,475.08 ",Febrero,,
2,18/02/19,Venta,NAC,28433,Cliente 65,Producto 130,100,284.4351," 1,469.00 ", USD ," 28,443.51 ",MCO,MXP, 142.66 , 36.49 , 19.3625 ,179.1428, 19.36 ," 1,469.00 ",220.4500," 17,914.28 ",Febrero,,
2,18/02/19,Venta,NAC,28439,Cliente 118,Producto 118,50,197.22," 9,861.00 ", MXP ," 9,861.00 ",MCO,MXP, 103.34 , 18.76 ,,122.092, 19.36 , 509.28 ,110.2250," 6,104.60 ",Febrero,,
2,18/02/19,Venta,NAC,28427,Cliente 66,Producto 140,200,249.0018," 2,572.00 ", USD ," 49,800.36 ",MCO,MXP, 229.30 , 34.60 , 19.3625 ,263.9066, 19.36 ," 2,572.00 ",440.9000," 52,781.32 ",Febrero,,
2,18/02/19,Venta,NAC,28427,Cliente 66,Producto 107,975,144.4443," 7,273.50 ", USD ," 140,833.19 ",MCO,MXP, 59.39 , 15.68 , 19.3625 ,75.0744, 19.36 ," 7,273.50 ","2,149.3875"," 73,197.54 ",Febrero,,
2,18/02/19,Venta,NAC,28427,Cliente 66,Producto 107,300,198.8529," 3,081.00 ", USD ," 59,655.87 ",MCO,MXP, 65.49 , 36.80 , 19.3625 ,102.2841, 19.36 ," 3,081.00 ",661.3500," 30,685.23 ",Febrero,,
2,18/02/19,Venta,NAC,28446,Cliente 6,Producto 125,25,124.1136, 160.25 , USD ," 3,102.84 ",MCO,MXP, 69.32 , 22.41 , 19.3625 ,91.7232, 19.36 , 160.25 ,55.1125," 2,293.08 ",Febrero,,
2,18/02/19,Venta,NAC,28446,Cliente 6,Producto 125,250,124.1136," 1,602.50 ", USD ," 31,028.40 ",MCO,MXP, 69.32 , 22.41 , 19.3625 ,91.7232, 19.36 ," 1,602.50 ",551.1250," 22,930.80 ",Febrero,,
2,18/02/19,Venta,NAC,28446,Cliente 6,Producto 189,500,181.4266," 4,685.00 ", USD ," 90,713.30 ",MCO,MXP, 112.00 , 29.34 , 19.3625 ,141.3384, 19.36 ," 4,685.00 ","1,102.2500"," 70,669.20 ",Febrero,,
2,18/02/19,Venta,NAC,28440,Cliente 118,Producto 112,2000,54.63," 109,260.00 ", MXP ," 109,260.00 ",MWH,MXP, 32.30 , 1.13 ,,33.4305, 19.36 ," 5,642.87 ","4,409.0000"," 66,861.00 ",Febrero,,
2,18/02/19,Cancelación,NAC,1598,Cliente 155,Producto 107,,330.1306,"-7,672.50 ", USD ,"-148,558.77 ",MCO,MXP, 201.29 , 28.69 , 19.3625 ,246.3185, 19.36 ,"-7,672.50 ",0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1599,Cliente 152,Producto 127,,41.823,-648.00 , USD ,"-12,546.90 ",MBK,MXP, 32.69 , 1.31 , 19.3625 ,33.9944, 19.36 ,-648.00 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1600,Cliente 152,Producto 127,,41.823,-324.00 , USD ,"-6,273.45 ",MBK,MXP, 32.69 , 1.31 , 19.3625 ,33.9944, 19.36 ,-324.00 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1601,Cliente 155,Producto 133,,329.937,-852.00 , USD ,"-16,496.85 ",MCO,MXP, 206.61 , 48.40 , 19.3625 ,240.2235, 19.36 ,-852.00 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1601,Cliente 155,Producto 140,,271.075,-700.00 , USD ,"-13,553.75 ",MCO,MXP, 168.80 , 27.29 , 19.3625 ,210.4442, 19.36 ,-700.00 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1602,Cliente 155,Producto 126,,266.8153,-689.00 , USD ,"-13,340.77 ",MCO,MXP, 235.13 , 43.32 , 19.3625 ,259.1793, 19.36 ,-689.00 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1603,Cliente 152,Producto 127,,41.823,"-1,080.00 ", USD ,"-20,911.50 ",MBK,MXP, 32.69 , 1.31 , 19.3625 ,33.9944, 19.36 ,"-1,080.00 ",0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1604,Cliente 155,Producto 133,,314.2534,-811.50 , USD ,"-15,712.67 ",MCO,MXP, 206.61 , 48.40 , 19.3625 ,240.2235, 19.36 ,-811.50 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1605,Cliente 69,Producto 130,,6,"-4,200.00 ", MXP ,"-4,200.00 ",MCO,MXP, 74.29 , 14.00 ,,88.2856, 19.36 ,-216.91 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1605,Cliente 69,Producto 130,,6,-96.00 , MXP ,-96.00 ,MCO,MXP, 74.29 , 14.00 ,,88.2856, 19.36 ,-4.96 ,0.0000, -   ,Febrero,,
2,18/02/19,Cancelación,NAC,1605,Cliente 69,Producto 130,,6,-66.00 , MXP ,-66.00 ,MCO,MXP, 74.29 , 14.00 ,,88.2856, 19.36 ,-3.41 ,0.0000, -   ,Febrero,,
2,18/02/19,Venta,NAC,28426,Cliente 133,Producto 219,6000,69.1241," 21,420.00 ", USD ," 414,744.60 ",MWH,MXP, 50.04 , 2.00 , 19.3625 ,52.039, 19.36 ," 21,419.99 ","13,227.0000"," 312,234.00 ",Febrero,,
2,18/02/19,Venta,NAC,28426,Cliente 133,Producto 173,1000,98.1679," 5,070.00 ", USD ," 98,167.90 ",MAD,MXP, 57.40 , 2.30 , 19.3625 ,59.6985, 19.36 ," 5,070.00 ","2,204.5000"," 59,698.50 ",Febrero,,
2,18/02/19,Venta,NAC,28426,Cliente 133,Producto 10,100,105.7193, 546.00 , USD ," 10,571.93 ",MAD,MXP, 97.31 , 3.89 , 19.3625 ,101.2017, 19.36 , 546.00 ,220.4500," 10,120.17 ",Febrero,,
2,18/02/19,Venta,NAC,28426,Cliente 133,Producto 117,100,84.0333, 434.00 , USD ," 8,403.33 ",MAD,MXP, 53.75 , 2.15 , 19.3625 ,55.899, 19.36 , 434.00 ,220.4500," 5,589.90 ",Febrero,,
2,18/02/19,Venta,NAC,28449,Cliente 6,Producto 107,1000,123.3391," 6,370.00 ", USD ," 123,339.10 ",MCO,MXP, 33.63 , 16.92 , 19.3625 ,50.547, 19.36 ," 6,370.00 ","2,204.5000"," 50,547.00 ",Febrero,,
2,18/02/19,Venta,NAC,28448,Cliente 6,Producto 155,100,190.9143, 986.00 , USD ," 19,091.43 ",MCO,MXP, 102.60 , 21.53 , 19.3625 ,124.1291, 19.36 , 986.00 ,220.4500," 12,412.91 ",Febrero,,
